,Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth),3-Month Performance,Basic EPS (FY),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY),Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Dividend Yield Forward,Dividends Paid (FY),Dividends per Share (FY),Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility,Price to Revenue Ratio (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
297,FERG,Ferguson plc,139.55,27784032534.16798,14.0090252,10.0718,36000.0,Distribution Services,-24.71516214,3.00707134,729.6875,26.1069944,9.7474,10.0164,3220000000.0,2340000000.00116,8455000000.01275,28566000000.0429,9.6939,28566000000.0429,2122000000.00319,1.84141315,0.90978325,4021000000.04032,1.01059863,15525000000.1557,4659000000.04671,9382000000.09408,2.4942987,-538000000.000808,2.75,29.44029097,9.80669496,9.39246986,7.27082912,13.45528455,9.06604142,-9.57688071,0.71523196,1.13953988,0.99141699,9.92494953,26943700000.0,225827000.0
301,EFX,"Equifax, Inc.",217.35,26613079754.30168,37.93499044,5.8085,12700.0,Commercial Services,64.94570394,17.58362274,-32.92358804,26.5060241,6.105,5.753,1697000000.0,560900000.0,2462600000.0,4923900000.0,6.021,4923900000.0,744200000.0,0.64145242,1.55792457,5640400000.0,0.64145242,11308000000.0,5882100000.0,1294900000.0,0.71480936,-190000000.0,1.56,47.58566076,22.0322942,17.89508247,13.71730985,4.70157522,9.61218417,-3.95068275,1.2284671,2.65528352,5.19739483,19.08017349,26794300000.0,122443000.0
306,ZBH,"Zimmer Biomet Holdings, Inc.",125.83,26405725213.905228,95.45040946,1.3238,19500.0,Health Technology,28.93247831,13.08542406,8.31973899,10.70737287,1.9252,1.3188,2124800000.0000005,1033300000.0,4880300000.0,7836200000.0,1.9088,7836200000.0,401600000.0,1.97517097,0.46643159,5168900000.0,1.04795923,21333300000.0,5714300000.0,4534400000.0,0.7626311,-200100000.0,0.96,61.64105862,16.21485593,4.74785745,4.70731332,9.3698392,-1.24009104,6.77082843,0.87839967,0.74293018,3.7010589,14.86799597,27162200000.0,209852000.0
308,CDW,CDW Corporation,194.03,26269913112.01542,25.40748725,7.7105,13900.0,Technology Services,-40.79391161,3.2880581,13.32828474,11.47305527,7.1379,7.6076,1938400000.0,1233200000.0,3568500000.0,20820800000.0,7.0363,20820800000.0,988600000.0,1.28670598,5.14064857,6431900000.0,1.1160521,13475600000.0,6816500000.0,6895200000.0,1.2209632,-234800000.0,1.7,18.79080651,6.9991152,5.84510615,4.37198341,7.59718294,8.15496098,6.86236713,1.018996,1.3939457,1.11123939,16.81883191,27830500000.0,135391000.0
310,EIX,Edison International,68.14,26020940896.22985,36.43205427,1.8943,13003.0,Utilities,-30.15873016,-36.86011406,-57.17884131,12.07236842,1.9974,1.8868,5281000000.0,1026000000.0,3502000000.0,14905000000.0,1.9974,14905000000.0,819000000.0,0.59528651,1.84242179,31628000000.0,0.55471349,76709000000.0,31861000000.0,6441000000.0,4.2915335,-1023000000.0,2.6875,20.65315996,16.42576353,3.33232537,4.96522528,-0.7862551,6.45211686,11.26714566,0.88852626,1.27753304,1.58806653,11.69400979,57119600000.0,381875000.0
313,YUMC,"Yum China Holdings, Inc.",61.51,25737466043.444077,30.93675418,2.0348,450000.0,Consumer Services,29.92805755,9.1647214,335.61025711,42.84718997,2.346,2.0112,1828000000.0,519000000.00018096,1363000000.00176,9853000000.01268,2.2811,9853000000.01268,990000000.001274,2.23859316,0.26478795,-2139000000.0,2.08602662,11696000000.0,1898000000.0,4710000000.0,0.7714561,-203000000.000261,0.48,14.21408105,8.02292264,12.70978305,8.84158821,29.52200463,10.64939737,36.81049822,0.570053,3.4077009,2.69968072,13.48224806,18678900000.0,418427000.0
314,FANG,"Diamondback Energy, Inc.",145.34,25579634890.1766,6.14888313,24.6152,870.0,Energy Minerals,852.12355212,36.28071208,79.47434293,-9.1625,12.3526,24.5508,7874000000.0,1691000000.0,4231000000.0,6797000000.0,12.3027,6797000000.0,2182000000.0,0.61442193,0.36797637,5323000000.0,0.57926103,23843000000.0,5357000000.0,1031000000.0,1.8547959,-312000000.0,1.75,70.22314478,68.24078879,59.95848469,45.21017125,12.30971331,7.68318886,12.43569412,1.1288543,3.95978238,2.73260318,4.14106515,27047200000.0,175999000.0
322,HRL,Hormel Foods Corporation,44.78,24468875089.440857,24.67161308,1.835,20000.0,Consumer Non-Durables,11.24613069,6.8711159,-40.12082566,-3.59526372,1.8351,1.8195,1495022000.0,548243000.0,2129585000.0,12458806000.0,1.8196,12458806000.0,999987000.0,2.4687497,0.44774542,2377843000.0,1.30395054,13306919000.0,3376099000.0,3637125000.0,2.4504344,-557838000.0,1.04,16.75751272,9.70013499,10.25863153,8.02633896,-9.13149351,-1.58241758,-3.82302405,0.34992242,1.47783251,1.98217712,18.00091286,28217100000.0,546424000.0
327,VMC,Vulcan Materials Company (Holding Company),178.38,23707925749.75765,40.12408119,4.4692,11437.0,Non-Energy Minerals,-20.83765789,10.09689853,21.9586332,7.9390052,5.0512,4.4487,1686203000.0,492900000.0,1373400000.0,5552200000.0,5.0247,5552200000.0,670800000.0,1.71258716,0.70679905,4715100000.0,1.31478899,14615800000.0,4862000000.0,2333400000.0,0.89635855,-196400000.0,1.48,21.69244464,14.55296539,11.21202849,8.49838656,7.93247413,0.5524239,-2.84842873,0.83416826,1.52822421,3.31695783,16.87944724,25808400000.0,132907000.0
329,FE,FirstEnergy Corp.,41.3,23613405816.72326,18.78702269,2.1985,12395.0,Utilities,129.65964344,3.2878189,-195.27027027,8.85608856,2.2679,2.1946,2931000000.0,800000000.0,2920000000.0,11132000000.0,2.2637,11132000000.0,1236000000.0,0.66189522,1.89161773,20981000000.0,0.55854566,44851000000.0,21258000000.0,2312000000.0,3.7836528,-849000000.0,1.56,23.84022777,14.52855468,12.89566237,10.37514654,4.0302267,-1.59637837,0.41332361,0.5250414,1.08870378,1.97484174,15.35939375,42609000000.0,571753000.0
330,GPC,Genuine Parts Company,166.61,23518892275.50271,19.9291419,8.3729,52000.0,Distribution Services,-46.83185258,5.25766924,41.88211447,-6.61921309,6.2662,8.3265,1997747000.0,1893104000.0,6343165000.0,18870510000.0,6.232,18870510000.0,898790000.0,1.17719252,1.09912479,3413594000.0,0.60339122,16377080000.0,4042792000.0,8823198000.0,2.1574063,-465649000.0,3.26,33.34394671,7.79082832,7.39689192,5.55178697,9.98085682,-3.79374062,28.56701906,0.7924107,1.15171249,1.10320377,13.44096583,24647100000.0,141161000.0
331,DTE,DTE Energy Company,114.33,23509583494.964165,19.65088921,5.8022,10300.0,Utilities,-405.14705882,-4.56205591,-59.18918919,1.47332919,4.6891,5.7804,3434000000.0,754000000.0,2143000000.0,15059000000.0,4.665,15059000000.0,905000000.0,0.78851079,2.2193412,19892000000.0,0.5967801,41954000000.0,19943000000.0,4310000000.0,3.3541687,-791000000.0,4.765,12.32494445,9.99431554,5.74647305,5.76714382,-11.72791847,-2.9044586,-4.25425006,0.5852742,1.86928278,1.13877629,12.59621954,42217700000.0,205629000.0
334,FTV,Fortive Corporation,66.23,23432721677.920307,35.00679135,1.9374,18000.0,Electronic Technology,-33.05657605,17.33876339,22.24432949,2.30151375,1.6444,1.9142,1368400000.0,845400000.0,3009900000.0,5254700000.0,1.629,5254700000.0,608400000.0,0.94436943,0.37877965,2853600000.0,0.72813549,15893100000.0,3558900000.0,2447900000.0,0.41784808,-132200000.0,0.28,57.57591789,16.14291257,13.97030297,12.27206997,2.58674102,2.28571429,-3.04494218,1.1236806,1.45190837,4.22933711,19.41478524,23724100000.0,353808000.0
335,K,Kellogg Company,68.09,23237833553.86243,15.55095468,4.3817,31000.0,Consumer Non-Durables,-22.48480756,8.09533883,-16.80911681,-10.88862714,4.3636,4.347,2045000000.0,1140000000.0,4492000000.0,14181000000.0,4.3382,14181000000.0,1488000000.0,0.73661528,1.53566906,6903000000.0,0.45781535,19016000000.0,7276000000.0,4444000000.0,3.4911242,-788000000.0,2.31,29.55780715,10.55492183,12.74240086,10.00469704,-7.36054422,-4.20652786,5.2883872,0.35493276,1.47557916,1.56038382,14.87951383,31321000000.0,341281000.0
338,SIRI,Sirius XM Holdings Inc.,5.87,22831584559.814182,20.2739726,0.2956,5590.0,Consumer Services,-3.25392214,19.14673413,-9.63541667,-4.08496732,0.3235,0.292,2606000000.0,1019000000.0,3834000000.0,8696000000.0,0.3191,8696000000.0,1314000000.0,0.37513631,-2.80945796,10120000000.0,0.37513631,10059000000.0,10159000000.0,1032000000.0,1.6351352,-268000000.0,0.065885,44.32840795,22.50861015,16.98700144,12.95411621,-12.25710015,0.51369863,-3.7704918,0.6705684,1.02389078,2.60977225,12.71913332,32777300000.000004,3889540000.0
341,TSN,"Tyson Foods, Inc.",64.1,22487892271.056,7.23318549,9.163,142000.0,Consumer Non-Durables,-69.59331053,1.50144514,-72.06235012,-6.89905592,9.1728,9.0859,5392000000.0,1239000000.0,6461000000.0,53282000000.0,9.0955,53282000000.0,3238000000.0,1.81253529,0.4450053,7784000000.0,0.77470356,36821000000.0,8816000000.0,9630000000.0,2.921485,-653000000.0,1.86,12.032206,7.8844638,7.78686986,6.07709921,-26.80977392,1.8268467,-28.34786497,0.52199984,2.6875,0.43663676,5.73984218,31232200000.0,350825319.5
342,AEE,Ameren Corporation,86.91,22468163288.459396,21.8190009,4.0133,9116.0,Utilities,-18.44783715,-29.12105099,-57.79816514,6.22097287,3.8627,3.9956,2835000000.0,743000000.0,1845000000.0,6394000000.0,3.8432,6394000000.0,990000000.0,0.79307087,1.44753146,14939000000.0,0.57417323,37657000000.0,14953000000.0,2518000000.0,2.7070427,-565000000.0,2.2,26.43508584,19.25965665,16.33583691,13.89484979,-5.71707529,-2.33734127,0.87047354,0.67744416,1.27006119,3.03422881,13.2648904,35970700000.0,258522000.0
343,IR,Ingersoll Rand Inc.,55.31,22396443211.632053,36.29368805,1.5531,16000.0,Producer Manufacturing,-36.78780236,10.70180887,150.94339623,8.23874755,1.1377,1.5336,1188300000.0,481500000.0,1655600000.0,5152400000.0,1.1204,5152400000.0,471900000.0,2.45883125,0.31666478,1331900000.0,1.79402495,14225600000.0,2791400000.0,3744800000.0,0.14372979,-8200000.0,0.02,32.02192107,13.12462794,10.87649263,9.62986308,12.2817702,5.01234099,1.3003663,1.1394807,1.08833666,3.98100466,20.14151917,19067700000.0,404926000.0
344,LH,Laboratory Corporation of America Holdings,251.12,22249231883.47558,13.57251126,18.8739,75500.0,Health Services,51.07208029,16.43332568,-58.38337182,12.47368657,24.5843,18.7364,3394100000.0,994500000.0,5254700000.0,16120900000.0,24.3826,16120900000.0,2377300000.0,1.73325933,0.62021936,5861200000.0,1.54783333,19826000000.0,6271100000.0,4371800000.0,1.1325207,0.0,0.0,29.48285241,16.60102106,14.57594684,11.50818877,-1.1883214,6.18181818,-4.8211037,0.93548054,1.58958096,1.51159732,8.37072564,24456400000.0,88600000.0
346,ETR,Entergy Corporation,107.69,21913154927.755768,17.64514925,6.1876,12369.0,Utilities,-67.061506,-35.20993246,-189.57145911,0.13017201,5.5663,6.1609,3745758000.0,1029335000.0,2699890000.0,11705217000.0,5.5406,11705217000.0,1118719000.0,0.68738228,2.22388686,26603120000.0,0.48191474,58975295000.0,27606611000.0,4230752000.000001,3.9370806,-793441000.0,3.86,22.66258883,11.58891138,8.48636072,9.42071978,-6.35652174,-3.33901804,-1.43693941,0.63642204,1.672707,1.68301443,13.09245105,47507100000.0,203484000.0
347,PPL,PPL Corporation,29.45,21684573272.05198,31.26846771,0.949,5607.0,Utilities,-37.60504202,5.13574269,176.47058824,10.63110443,0.1691,0.9476,2528000000.0,441000000.0,1631000000.0,5783000000.0,0.1687,5783000000.0,129000000.0,0.82051282,0.99042063,13447000000.0,0.69321267,37378000000.0,13751000000.0,2720000000.0,3.0374622,-1279000000.0,1.66,22.84063689,18.83894603,12.72368606,9.97604622,0.9598903,0.47765268,0.51194539,0.7604282,1.18986911,3.07728655,13.95059753,32134800000.0,736318000.0
349,MLM,"Martin Marietta Materials, Inc.",347.37,21568444977.918667,25.72176537,13.5605,10000.0,Non-Energy Minerals,3.50521437,13.19911341,-19.36741768,2.36334168,11.351,13.5224,1712300000.0,487800000.0,1336500000.0,5414000000.0,11.3147,5414000000.0,708300000.0,2.00556456,0.78439851,4601700000.0,1.42558287,14729700000.0,5442000000.0,2847300000.0,0.7590133,-147800000.0,2.36,22.90716112,19.42044462,16.60033007,13.34660065,-2.15205205,1.59988301,-6.96858513,0.94880754,1.30486358,3.51725561,15.30116556,24734400000.0,62090700.0
354,PWR,"Quanta Services, Inc.",149.1,21306561996.79,51.18755119,3.023,43700.0,Industrial Services,-77.03794141,1.5141354,518.43626622,3.84454659,3.4508,2.9304,1452998000.0,621683000.0,1787893000.0,12980213000.0,3.3428,12980213000.0,485956000.0,1.5981679,0.80007202,3944241000.0,1.56884497,13296646000.0,4161629000.0,5347823000.0,0.21333334,-34022000.0,0.25,12.47695606,4.67249424,3.49294483,2.61394745,6.72106506,4.36791264,53.9017341,0.9073875,1.85958766,1.33598314,17.47072538,22762500000.0,142901000.0
355,TECK,Teck Resources Ltd,41.34,21184106518.056324,6.66284763,6.1175316,10600.0,Energy Minerals,84.39218388,-2.78169275,122.47010065,29.5112782,4.25967374,6.00430018,8017247000.0,1315132000.0,3846269000.0,10658078600.0,4.19666292,10658078600.0,2267440800.0,1.65135195,0.38018742,5276425200.0,1.08353484,36364122400.0,7182644000.0,5428171200.0,0.9084302,-83803600.0,0.15812,48.15522268,45.99376696,36.42806876,22.81089776,46.23275557,9.10530483,33.44092963,1.4167039,2.52018596,1.45380238,3.65365886,21806622800.0,512300000.0
360,HPE,Hewlett Packard Enterprise Company,16.01,20521887705.01549,24.83458994,0.6635,60200.0,Electronic Technology,-56.33719205,5.23338551,-6.86184812,11.18055556,0.6662,0.6499,4425000000.0,2368000000.0,8825000000.0,28108000000.0,0.6566,28108000000.0,868000000.0,0.88159144,0.67728163,8721000000.0,0.65888496,57123000000.0,13484000000.0,20430000000.0,2.9739778,-621000000.0,0.48,31.77387221,6.91973815,3.11655045,3.0880888,12.42977528,-0.49720323,1.84478372,1.0177097,1.53813328,0.74418102,6.65638958,27259900000.0,1281820000.0
362,QSR,Restaurant Brands International Inc.,66.59,20370189619.03846,22.73446477,2.88035586,5700.0,Consumer Services,98.06673425,27.89684609,-26.34023063,11.37313932,2.67942246,2.85152412,2040128517.352,912671446.0197272,3317549792.882844,5688502617.673924,2.66811688,5688502617.673924,830626449.4878476,1.00208333,3.56944788,13375201387.63,0.93489583,22396586571.21,14314473937.01,1910317531.72,3.296434,-965429787.3522192,2.1240647,56.40899011,31.66443459,23.19728677,15.10940566,20.74342702,2.47768544,23.7502323,0.31691858,1.31241515,5.00743276,20.22021803,39194835640.0,305905001.0
367,HEI,Heico Corporation,169.31,20177840866.38173,66.81322132,2.5854,6500.0,Electronic Technology,7.24375235,19.73779186,31.17626682,4.91386789,2.5857,2.5474,587820000.0,260640000.0,938820000.0,2208322000.0,2.5477,2208322000.0,351675000.0,2.73899334,0.12832894,242391000.0,1.35498825,4243984999.999999,381895000.0,1152730000.0,0.11750881,-24466000.0,0.18,42.51282195,22.25612931,22.23511789,15.92498739,8.43473806,10.17765341,25.2200281,0.95154375,1.80430667,10.67278938,35.5484167,23134200000.0,136644300.0
368,DOV,Dover Corporation,143.31,20114125146.8306,18.0128468,8.1095,25000.0,Producer Manufacturing,0.56244263,11.94372487,-34.35694439,8.06062434,7.8085,8.0487,1646513000.0,774832000.0,2975381000.0,7907081000.0,7.7359,7907081000.0,1123818000.0,1.1690317,0.90983072,3325520000.0,0.6816946,10652341000.0,3631522000.0,3377045000.0,1.3932956,-286896000.0,1.99,36.18023001,16.0779513,17.04691067,13.9335034,8.51885507,5.46029877,-15.0075616,0.9225673,1.49797004,2.48493025,14.37828687,20026400000.0,140354000.0
369,MKC,"McCormick & Company, Incorporated",74.68,20005121263.00699,29.49637437,2.543,14200.0,Consumer Non-Durables,-29.22042522,6.13337532,-16.63490335,-5.32454361,2.5429,2.5237,1116400000.0,623500000.0,2272900000.0,6350500000.0,2.5241,6350500000.0,682000000.0,0.69534437,1.144897,5046100000.0,0.30491784,13124900000.0,5380100000.0,2386700000.0,2.0956473,-396700000.0,1.48,35.79088261,14.42091174,12.79899221,10.73931187,-15.46298393,-10.28351754,-23.91237901,0.6545684,1.46463283,3.16374396,22.39845088,28054900000.0,268101400.0
373,CHD,"Church & Dwight Company, Inc.",80.59,19653350851.77863,26.65706052,3.032,5100.0,Consumer Non-Durables,-1.83980256,16.85902006,-43.01559792,8.13095398,3.3789,2.9842,1181600000.0,520400000.0,2143199999.9999995,5190100000.0,3.3153,5190100000.0,827500000.0,1.0784503,0.72834752,2248400000.0,0.61291879,8287799999.999999,2686000000.0,1564400000.0,1.3199245,-247500000.0,1.01,39.77167832,18.32225006,17.16745474,13.87826611,-7.0472895,-0.19814241,-16.6252845,0.5707347,1.93264086,3.68654748,18.32102891,19822600000.0,243868000.0
375,CTRA,Coterra Energy Inc.,24.66,19443604698.63956,5.14795545,4.943,936.0,Energy Minerals,363.96031385,25.58583106,2045.90869658,-21.61474889,2.2962,4.9204,7067359000.0,1769000000.0,2057000000.0,3670000000.0,2.2917,3670000000.0,1158000000.0,1.66077739,0.21199684,1898000000.0,1.6204947,20305000000.0,2686000000.0,2350000000.0,9.830241,-780000000.0,1.12,63.26496559,59.25080058,55.28698622,43.09260386,-14.96551724,1.90082645,16.21112158,0.90812784,2.82118936,2.19021631,3.09604731,22726600000.0,788467000.0
376,WST,"West Pharmaceutical Services, Inc.",261.82,19383314961.42052,32.36385542,8.4731,10065.0,Health Technology,10.90238175,11.67908998,-10.9775641,13.75564824,8.8952,8.3,903100000.0,267500000.0,1173400000.0,2830700000.0,8.6737,2830700000.0,661800000.0,3.7959273,0.12137769,-429100000.0,2.89139479,3316800000.0,299900000.0,1733600000.0,0.28292757,-51100000.0,0.7,40.06949462,26.80703203,25.22104104,21.69470534,-23.51377406,9.8653015,-32.12350608,1.3765104,2.88997415,6.99574569,21.54538725,18199200000.0,74033000.0
380,MPWR,"Monolithic Power Systems, Inc.",407.62,19134498917.437363,52.46417595,8.401,2773.0,Electronic Technology,6.31634019,18.67572226,-125.66619633,16.5761025,5.2785,8.1021,509530000.0,290902000.0,685459000.0,1207798000.0,5.0538,1207798000.0,242023000.0,4.54814975,0.00270463,-731907000.0,3.18233742,1931221000.0,4140000.0,1323457000.0,0.7057661,-109364000.0,2.4,58.33788249,28.30400326,27.90152277,23.41934827,-20.2402849,13.33796747,12.33843186,1.594966,4.65837745,12.30169841,37.72443204,16838099999.999998,46942000.0
381,BBY,"Best Buy Co., Inc.",86.38,19112823266.042496,12.73205584,6.7353,105000.0,Retail Trade,-40.31798766,4.85887058,1335.71428571,24.34144235,9.9433,6.6902,2994000000.0,2311000000.0,11552000000.0,51761000000.0,9.8436,51761000000.0,2454000000.0,0.97561455,1.34046108,2543000000.0,0.25840708,17021000000.0,4012000000.0,9922000000.0,4.1324253,-688000000.0,2.8,21.31321983,4.36070773,4.12493741,3.23401769,13.82263803,6.73421475,-10.31976744,1.3948957,3.41138714,0.40201377,7.14439076,18003800000.0,221264000.0
385,CNP,"CenterPoint Energy, Inc (Holding Co)",29.84,18785343487.96772,12.28113644,2.4271,12901.0,Utilities,-503.07101727,-37.6197318,-255.0,3.82741823,2.346,2.4216,2576000000.0,293000000.0,1891000000.0,8352000000.0,2.2806,8352000000.0,1486000000.0,0.88549122,1.56201822,15021000000.0,0.6942095,36719000000.0,15603000000.0,4083000000.0,2.555481,-492000000.0,0.65,20.90415077,14.71846456,15.44687247,11.11111111,-5.86750789,-0.2006689,9.3040293,0.7358749,1.99459094,2.17683458,13.40581907,33650900000.0,629536000.0
387,WAB,Westinghouse Air Brake Technologies Corporation,102.87,18708746144.949966,28.59638421,3.6167,25000.0,Producer Manufacturing,45.68206396,12.05574022,-22.13671344,10.31635389,2.9622,3.6064,1527400000.0,580000000.0,2135000000.0,7822000000.0,2.9559,7822000000.0,556000000.0,1.26171875,0.44201511,3873000000.0,0.65384615,18262000000.0,4387000000.0,4199000000.0,0.58179003,-92000000.0,0.48,27.88780908,12.86751138,10.81313815,8.16336573,11.97344073,2.40915879,18.71898442,0.94142425,1.38861725,2.30770661,14.84420046,18714600000.0,181868000.0
388,GRMN,Garmin Ltd.,97.36,18660401701.921574,19.74510824,5.0145,18700.0,Electronic Technology,-25.80195522,14.14431057,-49.02673954,9.18470338,5.6312,4.9982,1239203000.0,670499000.0,2890459000.0,4982795000.0,5.606,4982795000.0,1082200000.0,2.74008038,0.01704283,-1360862000.0,1.67746581,7627606000.0,100181000.0,3953725000.0,2.9587598,-491457000.0,2.62,57.30257174,21.75278707,21.10868872,19.54189632,0.4747162,4.68817204,-18.32899925,0.9217018,1.68071546,3.85349572,14.16592177,14622400000.0,191664000.0
390,WMG,Warner Music Group Corp.,36.11,18591375467.721832,33.6690512,1.0624,6200.0,Commercial Services,11.86131387,10.35647913,90.67357513,36.16138763,1.0569,1.0624,1095000000.0,616000000.0,2500000000.0,5919000000.0,1.0569,5919000000.0,544000000.0,0.63509501,23.88690476,3429000000.0,0.6030285,7828000000.0,4013000000.0,2139000000.0,1.7892088,-318000000.0,0.61,42.23686434,12.77242777,12.50211184,9.24142592,15.84857235,1.46108457,-7.83563042,1.2627015,3.08142494,3.11136542,19.96468048,15394700000.0,514853449.0
397,XYL,Xylem Inc.,101.1,18220396064.47569,58.14362759,1.7697,17300.0,Producer Manufacturing,-48.51794072,6.3473745,129.23076923,-5.27499297,2.369,1.7615,874000000.0,530000000.0,1979000000.0,5199000000.0,2.3523,5199000000.0,427000000.0,1.65422499,0.75294848,1240000000.0,1.22032141,8106000000.0,2426000000.0,3191000000.0,1.1716462,-203000000.0,1.12,37.68684604,11.93946188,7.04409567,5.96038864,4.65838509,-9.63532356,0.89820359,1.0462009,1.63739208,3.46258826,22.54609665,17053800000.0,180222000.0
400,CMS,CMS Energy Corporation,62.67,18190067440.04657,14.02977032,4.4631,9778.0,Utilities,75.16908213,-3.50661755,-132.58928571,9.44813133,4.6644,4.4541,2269000000.0,345000000.0,1535000000.0,7329000000.0,4.6563,7329000000.0,1353000000.0,1.21623794,1.83302239,13560000000.0,0.69212219,30372000000.0,13755000000.0,3026000000.0,2.9444711,-509000000.0,1.74,18.72829601,13.85462819,10.02275177,9.35217339,-8.72414798,-1.30708661,-0.31811675,0.62894535,1.52610442,2.17079978,14.32914154,31270400000.0,290252000.0
401,MGA,"Magna International, Inc.",63.44,18132372343.65389,20.8142319,2.9865058,158000.0,Producer Manufacturing,-48.5790689,3.21885448,-639.29559328,11.33731134,4.9922437,2.97046408,3097753169.9539995,755997754.1487397,3531649211.8438826,35874538289.15703,4.95603422,35874538289.15703,1500678334.7548878,1.27161369,0.45546745,3810706178.14,0.85574003,26477358429.51,4904869338.2,12471672825.33,2.8251588,-509477321.0462448,1.70415965,8.86580185,4.59452817,3.23863584,2.56351426,-0.70433558,11.2592073,-18.66666667,1.1030904,2.73162939,0.51689169,7.74229001,17873872300.0,285819000.0
404,BALL,Ball Corporation,57.44,18031574670.350857,19.46433396,3.0095,24300.0,Process Industries,-89.34169279,0.24404249,-203.0651341,15.29506222,2.6933,2.9608,1734000000.0,382000000.0,2032000000.0,13932000000.0,2.6476,13932000000.0,878000000.0,0.93908547,2.61566638,8787000000.0,0.58345452,20053000000.0,9283000000.0,5812000000.0,1.3881658,-229000000.0,0.7,11.85094291,6.71015242,7.14931542,6.20640661,-20.70679183,11.42580019,-39.04923599,1.1900638,2.28175749,1.18007139,15.54107238,24177400000.0,313920000.0
406,DRI,"Darden Restaurants, Inc.",146.92,17880941995.713955,20.46567444,7.3129,178956.0,Consumer Services,-6.61828423,8.95223261,-79.31547619,1.80860647,7.4554,7.2497,1473600000.0,345200000.0,1624700000.0,9630000000.0,7.386,9630000000.0,952800000.0,0.46795006,2.94987382,5661100000.0,0.31263114,10025300000.0,5961400000.0,892100000.0,3.1879761,-563000000.0,4.4,15.56728496,10.9560915,10.4202556,9.12122912,17.79042732,5.13811364,8.27621785,0.71093017,1.89399101,1.82928839,16.09562614,23927900000.0,121705000.0
407,FOX,Fox Corporation,31.41,17716044550.958252,15.84406474,1.9997,10600.0,Consumer Services,-26.82134571,11.28524402,916.66666667,11.81915272,2.129,1.9957,2966000000.0,1437000000.0,4494000000.0,13974000000.0,2.114,13974000000.0,1205000000.0,3.59652837,0.65384615,2751000000.0,3.16469094,22424000000.0,7701000000.0,8495000000.0,1.5812776,-307000000.0,0.48,32.12237094,18.29190567,11.23858084,7.85355145,1.42072974,10.44303797,-10.15446224,0.57257175,1.184,1.23604844,7.02713754,18740000000.0,542694000.0
411,BR,"Broadridge Financial Solutions, Inc.",149.97,17644769015.495785,33.93578857,4.4626,14300.0,Technology Services,-29.53077185,7.22566025,-49.0070922,-0.92488604,4.6195,4.4042,1222100000.0,292900000.0,1619600000.0,5736500000.0,4.5494,5736500000.0,539100000.0,1.23232833,2.25135263,4058200000.0,1.23232833,8090800000.0,4285899999.999999,1222100000.0,1.9403183,-290700000.0,2.56,27.68973426,13.26803359,11.19867561,9.00688062,-8.48791799,11.10534894,-0.31241691,1.0575702,1.47928994,3.0645112,17.70965126,21217800000.0,117655000.0
412,CAG,"ConAgra Brands, Inc.",36.97,17620733292.656338,25.76496361,1.4209,18000.0,Consumer Non-Durables,-25.8708537,6.17983859,-226.39593909,1.09379273,1.8493,1.4151,2189300000.0,917000000.0,2823500000.0,11535900000.0,1.842,11535900000.0,888200000.0,0.91772101,1.07598109,9361900000.0,0.28707658,22414000000.0,9401600000.0,3416400000.0,3.620406,-581800000.0,1.25,25.190808,15.13092875,6.31763406,5.66153693,8.44822529,-4.47028424,6.23563218,0.48368838,1.7524644,1.45617138,12.24635994,27284300000.0,476623000.0
413,IEX,IDEX Corporation,232.99,17572364584.519756,31.58221987,7.594,7536.0,Producer Manufacturing,-4.87556194,17.81684028,28.26392172,4.24142097,5.9118,7.559,883838000.0,381800000.0,1361500000.0,2764800000.0,5.8809,2764800000.0,449400000.0,3.22803554,0.46353386,579600000.0,2.32912142,4892600000.0,1299100000.0,1635000000.0,1.00532,-161100000.0,2.16,45.21710953,24.87362281,23.95009721,18.65521711,12.38724615,1.51185082,12.27351581,0.81429106,2.63531233,5.86381529,21.02724907,15728000000.0,75421100.0
414,ROL,"Rollins, Inc.",35.68,17571416976.377563,51.29592709,0.7023,16482.0,Consumer Services,-9.19753924,15.45233676,65.5327554,-15.53030303,0.7127,0.7022,556840000.0,357264000.0,1167478000.0,2424300000.0,0.7127,2424300000.0,350687000.0,0.78262115,0.33350354,266578000.0,0.72657223,2112483000.0000005,399054000.0,398956000.0,1.4436424,-208656000.0,0.34,47.80637899,17.4474035,17.65466969,13.12077383,-7.73209206,-2.54028954,23.07692308,0.8326555,1.40134529,6.73200629,32.33502552,17344000000.0,492472000.0
