Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
UFO,Procure Space ETF,20.79,6.67008722,1.3,Sell,150187,3122387.73,,,,,Miscellaneous,,,
RFFC,RiverFront Dynamic US Flex-Cap ETF,41.862,3.95331512,1.592,Buy,135703,5680798.986,,,,,Miscellaneous,,,
PDEC,Innovator U.S. Equity Power Buffer ETF - December,30.87,3.27868852,0.98,Buy,2180993,67327253.91,,,,,Miscellaneous,,,
FXE,Invesco CurrencyShares Euro Currency Trust,100.11,1.32591093,1.31,Sell,2420561,242322361.71,,,,,Miscellaneous,,,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,71.32,10.07871585,6.53,Neutral,20609682,1469882520.2399998,,,,,Miscellaneous,,,
IWFG,IQ Winslow Focused Large Cap Growth ETF,27.5788,5.39695643,1.4122,,7608,209819.5104,,,,,Miscellaneous,,,
IYLD,iShares Morningstar Multi-Asset Income ETF,19.95,5.11064278,0.97,Sell,1297264,25880416.8,,,,,Miscellaneous,,,
EMTY,ProShares Decline of the Retail Store ETF,13.99,-5.53042069,-0.819,Sell,458889,6419857.11,,,,,Miscellaneous,,,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,50.87,3.58379149,1.76,Sell,26999363,1373457595.81,,,,,Miscellaneous,,,
RDOG,ALPS REIT Dividend Dogs ETF,41.471,9.76536135,3.6895,Sell,39349,1631842.379,,,,,Miscellaneous,,,
FLCH,Franklin FTSE China ETF,21.31,14.06518469,2.6277,Sell,952003,20287183.93,,,,,Miscellaneous,,,
VIXY,ProShares Trust VIX Short-Term Futures ETF,9.36,-17.75043937,-2.02,Sell,105705198,989400653.28,,,,,Miscellaneous,,,
RFCI,RiverFront Dynamic Core Income ETF,22.49,1.67269439,0.37,Sell,263617,5928746.33,,,,,Miscellaneous,,,
ZIG,The Acquirers Fund,28.5259,10.75567738,2.7702,Buy,95892,2735405.6028,,,,,Miscellaneous,,,
PXQ,Invesco Dynamic Networking ETF,71.0267,0.61422434,0.4336,Sell,149449,10614869.2883,,,,,Miscellaneous,,,
SDG,iShares MSCI Global Sustainable Development Goals ETF,82.24,4.21999747,3.33,Buy,408738,33614613.12,,,,,Miscellaneous,,,
TCHP,T. Rowe Price Blue Chip Growth ETF,22.21,7.71096023,1.59,Sell,1954209,43402981.89,,,,,Miscellaneous,,,
GVLU,Gotham 1000 Value ETF,20.07,6.80701829,1.2791,,4180229,83897196.03,,,,,Miscellaneous,,,
VTV,Vanguard Value ETF,142.49,1.51029422,2.12,Buy,52211346,7439594691.540001,,,,,Miscellaneous,,,
AGG,iShares Core U.S. Aggregate Bond ETF,99.81,2.90751624,2.82,Sell,151072696,15078565787.76,,,,,Miscellaneous,,,
LOUP,Innovator Loup Frontier Tech E,33.3553,15.2396154,4.411,Sell,102523,3419685.4219,,,,,Miscellaneous,,,
NUDM,Nuveen ESG International Developed Markets Equity ETF,28.21,9.34108527,2.41,Buy,1013806,28599467.26,,,,,Miscellaneous,,,
SAA,ProShares Ultra SmallCap600,23.55,13.4098067,2.7846,Buy,218480,5145204,,,,,Miscellaneous,,,
HYDR,Global X Hydrogen ETF,12.94,18.93382353,2.06,Buy,597237,7728246.78,,,,,Miscellaneous,,,
LQDI,iShares Inflation Hedged Corporate Bond ETF,26.0611,3.76707147,0.9461,Sell,448906,11698984.1566,,,,,Miscellaneous,,,
PAK,Global X MSCI Pakistan ETF,13.44,-10.4,-1.56,Strong Sell,454380,6106867.2,,,,,Miscellaneous,,,
FGRO,Fidelity Growth Opportunities ETF,13.83,9.1554854,1.16,Neutral,3417856,47268948.48,,,,,Miscellaneous,,,
DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,27.1233,6.69013669,1.7008,Sell,58276,1580637.4308,,,,,Miscellaneous,,,
DJCB,"ETRACS Bloomberg Commodity Index Total Return ETN Series B due October 31, 2039",21.555,-1.51328234,-0.3312,Neutral,58568,1262433.24,,,,,Miscellaneous,,,
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,38.44,0.74167256,0.283,Buy,88213,3390907.72,,,,,Miscellaneous,,,
TOKE,Cambria Cannabis ETF,6.9893,4.47384155,0.2993,Sell,109111,762609.5123,,,,,Miscellaneous,,,
DIVS,SmartETFs Dividend Builder ETF,23.5575,2.01364079,0.465,Sell,41613,980298.2475,,,,,Miscellaneous,,,
UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,28.2501,0.31995739,0.0901,Strong Sell,150795,4259973.8295,,,,,Miscellaneous,,,
AMZU,Direxion Daily AMZN Bull 1.5X Shares,16.75,29.87012987,3.8525,,4919039,82393903.25,,,,,Miscellaneous,,,
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,33.7565,0.23576852,0.0794,Neutral,899,30347.0935,,,,,Miscellaneous,,,
MCH,Matthews International Funds Matthews China Active ETF,27.7431,14.80505185,3.5777,,1208871,33537829.0401,,,,,Miscellaneous,,,
RULE,Adaptive Core ETF,19.58,0.15345269,0.03,Sell,888799,17402684.42,,,,,Miscellaneous,,,
FHYS,Federated Hermes Short Duration High Yield ETF,22.37,1.48714738,0.3278,Strong Buy,21313,476771.81,,,,,Miscellaneous,,,
MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),68.46,4.77502296,3.12,Buy,1845465,126340533.9,,,,,Miscellaneous,,,
TDSA,Cabana Target Drawdown 5 ETF,21.345,-0.16417136,-0.0351,Sell,551905,11780412.225,,,,,Miscellaneous,,,
CWI,SPDR MSCI ACWI ex-US ETF,26,8.06317539,1.94,Buy,21532418,559842868,,,,,Miscellaneous,,,
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,94.7941,0.56662423,0.5341,Sell,2321922,220104506.2602,,,,,Miscellaneous,,,
AGIH,iShares Inflation Hedged U.S. Aggregate Bond ETF,24.72,2.11753431,0.5126,,2352,58141.44,,,,,Miscellaneous,,,
BNO,"United States Brent Oil Fund, LP ETV",27.77,-1.80339463,-0.51,Buy,5902655,163916729.35,,,,,Miscellaneous,,,
LDSF,First Trust Low Duration Strategic Focus ETF,18.6703,1.2489154,0.2303,Sell,1085552,20267581.5056,,,,,Miscellaneous,,,
JULT,AllianzIM U.S. Large Cap Buffer10 Jul ETF,28.7112,3.68572729,1.0206,Strong Buy,100366,2881628.2992,,,,,Miscellaneous,,,
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,41.7274,8.18615504,3.1574,Buy,6205,258918.517,,,,,Miscellaneous,,,
FTXN,First Trust Nasdaq Oil & Gas ETF,28.71,2.68240343,0.75,Buy,3547584,101851136.64,,,,,Miscellaneous,,,
SIO,Touchstone Strategic Income Opportunities ETF,25.265,2.84958274,0.7,,210,5305.65,,,,,Miscellaneous,,,
JIRE,J.P. Morgan Exchange-Traded Fund Trust JPMorgan International Research Enhanced Equity ETF,54.58,9.029165,4.52,,4303266,234872258.28,,,,,Miscellaneous,,,
FJAN,FT Cboe Vest U.S. Equity Buffer ETF - January,34.209,4.48622794,1.4688,Strong Buy,2307052,78921941.868,,,,,Miscellaneous,,,
FXD,First Trust Cons. Discret. AlphaDEX,53.6,11.27257629,5.43,Buy,698520,37440672,,,,,Miscellaneous,,,
FLRG,Fidelity U.S. Multifactor ETF,24.46,2.47000469,0.5896,Neutral,161624,3953323.04,,,,,Miscellaneous,,,
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,23.96,1.87248082,0.4404,Neutral,564684,13529828.64,,,,,Miscellaneous,,,
FDHT,Fidelity Digital Health ETF,19.6832,5.76565539,1.073,Buy,29610,582819.552,,,,,Miscellaneous,,,
SJB,ProShares Short High Yield,18.53,-2.47368421,-0.47,Sell,12269676,227357096.28,,,,,Miscellaneous,,,
ADRE,Invesco BLDRS Emerging Markets 50,42.65,14.03743316,5.25,Neutral,341434,14562160.1,,,,,Miscellaneous,,,
HYTR,CP High Yield Trend ETF,21.2811,1.84781048,0.3861,Sell,27077,576228.3447,,,,,Miscellaneous,,,
IAUF,iShares Gold Strategy ETF,57.7346,5.40281003,2.9594,Buy,185774,10725587.5804,,,,,Miscellaneous,,,
EURL,Direxion Daily FTSE Europe Bull 3x Shares,21.5,27.06855792,4.58,Sell,848500,18242750,,,,,Miscellaneous,,,
VGT,Vanguard Information Tech ETF,345.14,8.05547729,25.73,Buy,14077534,4858720084.76,,,,,Miscellaneous,,,
AIEQ,AI Powered Equity ETF,31.45,10.42449352,2.969,Sell,273453,8600096.85,,,,,Miscellaneous,,,
ICVT,iShares Convertible Bond ETF,73.19,5.35482942,3.72,Sell,16615034,1216054338.46,,,,,Miscellaneous,,,
VIOO,Vanguard S&P Small-Cap 600 ETF,185.28,6.90669898,11.97,Buy,830883,153946002.24,,,,,Miscellaneous,,,
EFNL,iShares Inc iShares MSCI Finland ETF,38.82,3.76127956,1.4072,Neutral,62147,2412546.54,,,,,Miscellaneous,,,
SCHZ,Schwab US Aggregate Bond ETF,47,2.95728368,1.35,Sell,23597900,1109101300,,,,,Miscellaneous,,,
NIWM,Unified Series Trust NightShares 2000 ETF,28.84,1.1574886,0.33,,13373,385677.32,,,,,Miscellaneous,,,
ROOF,IQ CBRE NextGen Real Estate ETF,20.5654,8.46729958,1.6054,Sell,128083,2634078.1282,,,,,Miscellaneous,,,
BFOR,Barron's 400,56.661,6.31239833,3.3643,Buy,38819,2199523.359,,,,,Miscellaneous,,,
PRNT,3D Printing (The) ETF,22.49,9.76085896,2,Sell,381564,8581374.36,,,,,Miscellaneous,,,
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,43.92,2.97772567,1.27,Sell,4923240,216228700.8,,,,,Miscellaneous,,,
MNBD,ALPS Intermediate Municipal Bond ETF,25.775,1.93790785,0.49,,315,8119.125,,,,,Miscellaneous,,,
ESG,FlexShares STOXX US ESG Select Index Fund,96.9259,5.55421848,5.1002,Buy,77295,7491887.4405,,,,,Miscellaneous,,,
AGOX,Adaptive Alpha Opportunities ETF,21.76,6.17949018,1.2664,Neutral,562541,12240892.16,,,,,Miscellaneous,,,
BAB,Invesco Taxable Municipal Bond ETF,26.9,4.6285492,1.19,Sell,8450010,227305269,,,,,Miscellaneous,,,
QQC,Simplify Nasdaq 100 PLUS Convexity ETF,22.1794,9.90782953,1.9994,Neutral,16952,375985.1888,,,,,Miscellaneous,,,
PQDI,Principal Spectrum Tax-Advantaged Dividend Active ETF,18.885,4.68403548,0.845,Neutral,43982,830600.07,,,,,Miscellaneous,,,
SMCP,AlphaMark Actively Managed Small Cap ETF,25.4138,6.35258079,1.518,Neutral,88420,2247088.196,,,,,Miscellaneous,,,
EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,21.5,4.57198444,0.94,Sell,11993968,257870312,,,,,Miscellaneous,,,
DIHP,Dimensional International High Profitability ETF,23.945,8.59410431,1.895,Strong Buy,5690263,136253347.535,,,,,Miscellaneous,,,
VSGX,Vanguard ESG International Stock ETF,53.26,8.27403944,4.07,Buy,3331781,177450656.06,,,,,Miscellaneous,,,
EWRE,Invesco S&P 500 Equal Weight Real Estate ETF,33.14,7.77235772,2.39,Sell,774796,25676739.44,,,,,Miscellaneous,,,
XMMO,Invesco S&P MidCap Momentum ETF,77.28,2.62948207,1.98,Neutral,1325936,102468334.08,,,,,Miscellaneous,,,
NUEM,Nuveen ESG Emerging Markets Equity ETF,28.045,10.23977987,2.605,Neutral,1006978,28240698.01,,,,,Miscellaneous,,,
VCR,Vanguard Consumer Discretion ETF,247.59,13.04447082,28.57,Buy,2076071,514014418.89,,,,,Miscellaneous,,,
TOK,iShares MSCI Kokusai ETF,85.9861,6.47853244,5.2317,Buy,440884,37909895.7124,,,,,Miscellaneous,,,
UBT,ProShares Ultra 20+ Year Treasury,27.3,13.09030655,3.16,Sell,1581211,43167060.30000001,,,,,Miscellaneous,,,
IWF,iShares Russell 1000 Growth ETF,228.33,6.57673637,14.09,Neutral,51431792,11743421067.36,,,,,Miscellaneous,,,
BUFR,FT Cboe Vest Fund of Buffer ETFs,23,3.55695633,0.79,Strong Buy,4390892,100990516,,,,,Miscellaneous,,,
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,10.15,13.15496098,1.18,Sell,304087,3086483.05,,,,,Miscellaneous,,,
FNDC,Schwab Fundamental International Small Company Index ETF,33.4,6.84580934,2.14,Buy,4078496,136221766.4,,,,,Miscellaneous,,,
GDXJ,VanEck Junior Gold Miners ETF,38.78,8.77980365,3.13,Neutral,105566156,4093855529.68,,,,,Miscellaneous,,,
DIG,ProShares Ultra Oil & Gas,43.58,2.54117647,1.08,Buy,2009234,87562417.72,,,,,Miscellaneous,,,
NETZ,Engine NO 1 Transform Climate ETF,49.2796,4.05562629,1.9207,Sell,44542,2195011.9432,,,,,Miscellaneous,,,
UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares",15.66,30.2828619,3.64,Sell,355822,5572172.52,,,,,Miscellaneous,,,
BLLD,JPMorgan Sustainable Infrastructure ETF,48.3427,6.67603763,3.0254,,3816,184475.7432,,,,,Miscellaneous,,,
AGRH,iShares Interest Rate Hedged US Aggregate Bond ETF,25.64,1.14398422,0.29,,1516,38870.24,,,,,Miscellaneous,,,
HFGO,Hartford Large Cap Growth ETF,12.81,8.66153755,1.0211,Buy,32571,417234.51,,,,,Miscellaneous,,,
SOXQ,Invesco PHLX Semiconductor ETF,22.56,13.30989453,2.65,Buy,1320406,29788359.36,,,,,Miscellaneous,,,
IWDL,ETRACS 2x Leveraged US Value Factor TR ETN,29.8438,5.76569361,1.6269,Neutral,5433,162141.3654,,,,,Miscellaneous,,,
VIXM,ProShares Trust VIX Mid-Term Futures ETF,25.4,-16.3372859,-4.96,Strong Sell,2742355,69655817,,,,,Miscellaneous,,,
SPTL,SPDR Portfolio Long Term Treasury ETF,30.85,6.26937651,1.82,Sell,83308794,2570076294.9,,,,,Miscellaneous,,,
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,49.4496,2.09476618,1.0146,Sell,403998,19977539.5008,,,,,Miscellaneous,,,
NURE,Nuveen Short-Term REIT ETF,30.69,7.98733286,2.27,Sell,508522,15606540.18,,,,,Miscellaneous,,,
IDAT,iShares Future Cloud 5G and Tech ETF,22.98,9.63426619,2.0194,Buy,82880,1904582.4,,,,,Miscellaneous,,,
PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,44.96,8.23302841,3.42,Strong Buy,1482161,66637958.56,,,,,Miscellaneous,,,
CURE,Direxion Daily Healthcare Bull 3X Shares,103.19,-10.08191007,-11.57,Neutral,935049,96487706.31,,,,,Miscellaneous,,,
XHYD,BondBloxx USD High Yield Bond Consumer Non-Cyclicals Sector ETF,36.54,2.23438366,0.7986,Strong Buy,10914,398797.56,,,,,Miscellaneous,,,
TMFG,Motley Fool Global Opportunities ETF,25.3,10.52909799,2.4101,Strong Buy,317097,8022554.1,,,,,Miscellaneous,,,
FEM,First Trust Emerging Markets AlphaDEX Fund,22.02,4.70756063,0.99,Sell,2188610,48193192.2,,,,,Miscellaneous,,,
FDWM,Fidelity Women's Leadership ETF,17.9704,6.77282315,1.1399,Buy,5289,95045.4456,,,,,Miscellaneous,,,
WWJD,Inspire International ETF,28.02,7.47986191,1.95,Buy,483390,13544587.8,,,,,Miscellaneous,,,
FOVL,iShares Focused Value Factor ETF,55.6332,9.29150255,4.7297,Buy,23125,1286517.75,,,,,Miscellaneous,,,
FRNW,Fidelity Clean Energy ETF,22.91,5.31541761,1.1563,Strong Buy,279922,6413013.02,,,,,Miscellaneous,,,
IOCT,Innovator International Developed Power Buffer ETF - October,24.9048,4.77408498,1.1348,Strong Buy,221007,5504135.1336,,,,,Miscellaneous,,,
RING,iShares MSCI Global Gold Miners ETF,25.01,12.00179131,2.68,Buy,5321209,133083437.09,,,,,Miscellaneous,,,
VEGA,AdvisorShares STAR Global Buy-Write ETF,36.085,5.23476232,1.795,Buy,292446,10552913.91,,,,,Miscellaneous,,,
ECNS,iShares MSCI China Small-Cap ETF,39.211,12.15961098,4.251,Sell,339904,13327975.744,,,,,Miscellaneous,,,
DPST,Direxion Daily Regional Banks Bull 3X Shares,23.94,6.16407982,1.39,Sell,6448746,154382979.24,,,,,Miscellaneous,,,
IHYF,Invesco High Yield Bond Factor ETF,21.765,3.47040647,0.73,Neutral,71495,1556088.675,,,,,Miscellaneous,,,
FMNY,First Trust New York Municipal High Income ETF,26.997,2.12596936,0.562,Neutral,25224,680972.328,,,,,Miscellaneous,,,
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,25.27,-31.46189314,-11.6,Sell,8725398,220490807.46,,,,,Miscellaneous,,,
LEMB,iShares J.P. Morgan EM Local Currency Bond,35.91,3.45721694,1.2,Sell,3090028,110962905.47999997,,,,,Miscellaneous,,,
HDRO,Defiance Next Gen H2 ETF,10.8,15.02454922,1.4107,Sell,401716,4338532.8,,,,,Miscellaneous,,,
IVV,iShares Core S&P 500 ETF,402.47,4.75260925,18.26,Buy,78067065,31419651650.550003,,,,,Miscellaneous,,,
EPI,WisdomTree India Earnings Fund,32.48,-0.33752685,-0.11,Neutral,8259911,268281909.27999997,,,,,Miscellaneous,,,
SFYF,SoFi Social 50 ETF,22.7255,16.8634489,3.2793,Sell,45059,1023988.3045,,,,,Miscellaneous,,,
OALC,Unified Series Trust OneAscent Large Cap Core ETF,21.5695,5.1375789,1.054,Strong Buy,1054620,22747626.09,,,,,Miscellaneous,,,
GAMR,Wedbush ETFMG Video Game Tech ETF,59.4634,7.35403502,4.0734,Sell,59247,3523028.0598,,,,,Miscellaneous,,,
PLTM,GraniteShares Platinum Shares ETF,9.88,-5.9047619,-0.62,Buy,1337617,13215655.96,,,,,Miscellaneous,,,
DHS,WisdomTree U.S. High Dividend Fund,87.4,1.55705322,1.34,Buy,2003013,175063336.20000002,,,,,Miscellaneous,,,
EMGF,iShares MSCI Emerging Markets Multifactor ETF,43.58,6.18908382,2.54,Sell,2950761,128594164.38,,,,,Miscellaneous,,,
EWZS,iShares MSCI Brazil Small-Cap ETF,12.65,8.3521058,0.9751,Strong Sell,1105096,13979464.4,,,,,Miscellaneous,,,
CBON,VanEck China Bond ETF,22.87,3.32053309,0.735,Sell,353398,8082212.26,,,,,Miscellaneous,,,
RNEW,VanEck Green Infrastructure ETF,26.2644,7.80799764,1.9022,,10139,266294.7516,,,,,Miscellaneous,,,
FDMO,Fidelity Momentum Factor ETF,43.7718,2.22279309,0.9518,Sell,484524,21208487.6232,,,,,Miscellaneous,,,
BSJU,Invesco BulletShares 2030 High Yield Corporate Bond ETF,24.79,2.45918578,0.595,,71881,1781929.99,,,,,Miscellaneous,,,
OAIE,Optimize AI Smart Sentiment Event-Driven ETF,27.1645,5.71366306,1.4682,,3573,97058.7585,,,,,Miscellaneous,,,
HOLD,AdvisorShares North Square McKee Core Reserves ETF.,97.53,0.22608159,0.22,Sell,2535,247238.55,,,,,Miscellaneous,,,
WBIG,WBI BullBear Yield 3000 ETF,23.7876,-1.54220578,-0.3726,Strong Sell,75818,1803528.2568,,,,,Miscellaneous,,,
MFDX,PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF,27.3819,6.79368175,1.7419,Buy,561365,15371240.2935,,,,,Miscellaneous,,,
TSLH,Innovator ETFs Trust Innovator Hedged TSLA Strategy ETF,23.8041,6.45840787,1.4441,,14803,352372.0923,,,,,Miscellaneous,,,
RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF,167.72,-1.63626767,-2.79,Buy,757995,127130921.4,,,,,Miscellaneous,,,
UAV,AdvisorShares Trust AdvisorShares Drone Technology ETF,21.7968,10.33002632,2.0408,Strong Sell,5013,109267.3584,,,,,Miscellaneous,,,
ENRG,SoFi Smart Energy ETF,16.71,12.57604441,1.8667,Strong Buy,77648,1297498.08,,,,,Miscellaneous,,,
GTEK,Goldman Sachs Future Tech Leaders Equity ETF,23.58,12.72695981,2.6622,Buy,704398,16609704.84,,,,,Miscellaneous,,,
AHOY,Newday Ocean Health ETF,19.487,4.35811752,0.8138,,2327,45346.249,,,,,Miscellaneous,,,
BSEP,Innovator U.S. Equity Buffer ETF - September,31.4815,3.79657105,1.1515,Buy,170948,5381699.462,,,,,Miscellaneous,,,
USAI,Pacer American Energy Independence ETF,27.38,2.81637251,0.75,Buy,147307,4033265.66,,,,,Miscellaneous,,,
EFO,ProShares Ultra MSCI EAFE,40.17,15.73033708,5.46,Buy,144678,5811715.26,,,,,Miscellaneous,,,
AVSD,Avantis Responsible International Equity ETF,51.025,8.40237943,3.955,Strong Buy,145469,7422555.725,,,,,Miscellaneous,,,
PUI,Invesco DWA Utilities Momentum ETF,33.5456,-1.88476163,-0.6444,Sell,54019,1812099.7664,,,,,Miscellaneous,,,
DFIP,Dimensional Inflation-Protected Securities ETF,42.09,2.25947522,0.93,Buy,1358221,57167521.89000001,,,,,Miscellaneous,,,
PHYD,Putnam ETF Trust Putnam ESG High Yield ETF,50.1,,,,9329,467382.9,,,,,Miscellaneous,,,
FCOM,Fidelity MSCI Communication Services Index ETF,35.2502,13.49066323,4.1902,Sell,1896945,66867690.639,,,,,Miscellaneous,,,
JBBB,Janus Detroit Street Trust Janus Henderson B-BBB CLO ETF,46.43,4.12648576,1.84,Strong Buy,168160,7807668.8,,,,,Miscellaneous,,,
VDC,Vanguard Consumer Staples ETF,189.11,-1.28412591,-2.46,Neutral,2920610,552316557.1,,,,,Miscellaneous,,,
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,52.76,4.12472864,2.09,Neutral,40990061,2162635618.36,,,,,Miscellaneous,,,
UVXY,ProShares Trust Ultra VIX Short Term Futures ETF,5.05,-26.38483965,-1.81,Sell,679537934,3431666566.7,,,,,Miscellaneous,,,
PPIE,Putnam ETF Trust Putnam PanAgora ESG International Equity ETF,20.316,,,,235,4774.26,,,,,Miscellaneous,,,
ISHG,iShares 1-3 Year International Treasury Bond ETF,70.76,1.68127605,1.17,Sell,110235,7800228.6,,,,,Miscellaneous,,,
PBS,Invesco Dynamic Media ETF,36.8385,14.72594207,4.7285,Neutral,381228,14043867.678,,,,,Miscellaneous,,,
DFAI,Dimensional International Core Equity Market ETF,27.06,8.06709265,2.02,Strong Buy,13595744,367900832.64,,,,,Miscellaneous,,,
CRYP,AdvisorShares Trust AdvisorShares Managed Bitcoin Strategy ETF,14.411,18.26545099,2.2257,Strong Sell,5880,84736.68,,,,,Miscellaneous,,,
XDOC,Innovator U.S. Equity Accelerated ETF - October,22.4712,5.54715315,1.181,Strong Buy,34621,777975.4152,,,,,Miscellaneous,,,
FGD,First Trust DJ Global Select Dividend,23.65,7.5978162,1.67,Buy,7330545,173367389.25,,,,,Miscellaneous,,,
BBSA,JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF,47.5306,1.06915484,0.5028,Sell,84008,3992950.6448,,,,,Miscellaneous,,,
QLVE,FlexShares Emerging Markets Quality Low Volatility Index Fund,23.3999,5.56377613,1.2333,Neutral,285289,6675734.0711,,,,,Miscellaneous,,,
NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,21.1,3.10285854,0.635,Sell,88492,1867181.2,,,,,Miscellaneous,,,
CID,VictoryShares International High Div Volatility Wtd ETF,31.8,8.53242321,2.5,Strong Buy,51065,1623867,,,,,Miscellaneous,,,
EMBD,Global X Emerging Markets Bond ETF,22.14,3.50631136,0.75,Neutral,552225,12226261.5,,,,,Miscellaneous,,,
FEHY,FlexShares ESG & Climate High Yield Corporate Core Index Fund,42.1228,3.13346228,1.2798,Neutral,7407,312003.5796,,,,,Miscellaneous,,,
ARB,AltShares Merger Arbitrage ETF,25.53,-0.89016394,-0.2293,Sell,1420643,36269015.79,,,,,Miscellaneous,,,
QTUM,Defiance Quantum ETF,43.3113,10.52889462,4.1258,Buy,114524,4960183.3212,,,,,Miscellaneous,,,
DUDE,Merlyn.AI SectorSurfer Momentum ETF,21.34,2.62575743,0.546,Neutral,131423,2804566.82,,,,,Miscellaneous,,,
PSTP,Innovator ETFs Trust Innovator Power Buffer Step-Up Strategy ETF,25.5822,3.06509705,0.7608,Strong Buy,200074,5118333.0828,,,,,Miscellaneous,,,
IVES,Wedbush ETFMG Global Cloud Technology ETF,31.8585,7.85342618,2.3198,Sell,53392,1700989.032,,,,,Miscellaneous,,,
PTRB,PGIM Total Return Bond ETF,42.23,3.42606494,1.3989,Buy,195554,8258245.42,,,,,Miscellaneous,,,
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,27.79,9.02314633,2.3,Buy,84724,2354479.96,,,,,Miscellaneous,,,
FIGB,Fidelity Investment Grade Bond ETF,43.57,2.72575736,1.1561,Sell,65462,2852179.34,,,,,Miscellaneous,,,
NWLG,Nuveen Winslow Large-Cap Growth ESG ETF,19.3046,8.35541087,1.4886,Buy,14455,279047.993,,,,,Miscellaneous,,,
ISTB,iShares Core 1-5 Year USD Bond ETF,47.02,1.24892334,0.58,Sell,21408461,1006625836.22,,,,,Miscellaneous,,,
ISVL,iShares Trust iShares International Developed Small Cap Value Factor ETF,32.383,7.41093314,2.2343,Neutral,84721,2743520.143,,,,,Miscellaneous,,,
MBSD,FlexShares Trust FlexShares Disciplined Duration MBS Index Fund,20.755,1.89003436,0.385,Sell,580551,12049336.005,,,,,Miscellaneous,,,
PJAN,Innovator U.S. Equity Power Buffer ETF - January,32.64,3.58616312,1.13,Buy,5702855,186141187.2,,,,,Miscellaneous,,,
QLC,FlexShares Trust FlexShares US Quality Large Cap Index Fund,44.7652,5.05796761,2.1552,Buy,142784,6391754.3168,,,,,Miscellaneous,,,
SILX,ETFMG Prime 2X Daily Junior Silver Miners ETF,2.84,11.45122047,0.2918,Sell,1371090,3893895.6,,,,,Miscellaneous,,,
DBMF,iMGP DBi Managed Futures Strategy ETF,28.42,-2.37031948,-0.69,Strong Sell,11031850,313525177,,,,,Miscellaneous,,,
JIB,Janus Henderson Sustainable & Impact Core Bond ETF,42.9736,3.47604142,1.4436,Buy,5983,257111.0488,,,,,Miscellaneous,,,
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,22.07,2.22325151,0.48,Sell,485982,10725622.74,,,,,Miscellaneous,,,
OPER,ClearShares Ultra-Short Maturity ETF,100.1545,0.03945463,0.0395,Buy,417610,41825520.745,,,,,Miscellaneous,,,
MAMB,Monarch Ambassador Income ETF,22.38,3.34413875,0.7242,Neutral,89087,1993767.06,,,,,Miscellaneous,,,
BIDS,Amplify Digital & Online Trading ETF,14.9857,16.8020265,2.1557,Strong Buy,2414,36175.4798,,,,,Miscellaneous,,,
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,19.12,1.03038309,0.195,Sell,11297530,216008773.60000005,,,,,Miscellaneous,,,
HLAL,Wahed FTSE USA Shariah ETF,36.78,4.45896052,1.57,Neutral,547300,20129694,,,,,Miscellaneous,,,
FINX,Global X FinTech ETF,21.825,13.37662338,2.575,Sell,2730369,59590303.425,,,,,Miscellaneous,,,
TSLI,GraniteShares 1x Short TSLA Daily ETF,32.25,-31.00084083,-14.4897,,213685,6891341.25,,,,,Miscellaneous,,,
JHMB,John Hancock Mortgage-Backed Securities ETF,21.845,3.13975449,0.665,Buy,23816,520260.52,,,,,Miscellaneous,,,
MMSC,First Trust Multi-Manager Small Cap Opportunities ETF,15.0949,5.21366985,0.748,Buy,7672,115808.0728,,,,,Miscellaneous,,,
FLZA,Franklin FTSE South Africa ETF,23.7964,5.64861637,1.2723,Sell,12035,286389.674,,,,,Miscellaneous,,,
