Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
ISCG,iShares Morningstar Small-Cap Growth ETF,39.3,,,,,,,,
HIGH,Simplify Exchange Traded Funds Simplify Enhanced Income ETF,25.0753,,,,,,,,
MMIT,IQ MacKay Municipal Intermediate ETF,24.71,,,,,,,,
YDEC,FT Cboe Vest International Equity Buffer ETF - December,21.1356,,,,,,,,
SIXH,ETC 6 Meridian Hedged Equity Index Option ETF,32.55,,,,,,,,
JZRO,Janus Henderson Net Zero Transition Resources ETF,25.349,,,,,,,,
BGRN,iShares USD Green Bond ETF,47.145,,,,,,,,
EDV,Vanguard Extended Duration Treasury ETF,90.5,,,,,,,,
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,29.9206,,,,,,,,
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF,117.96,,,,,,,,
EAPR,Innovator Emerging Markets Power Buffer ETF April,24.19,,,,,,,,
DBB,Invesco DB Base Metals Fund,21.71,,,,,,,,
EDUT,Global X Education ETF,24.22,,,,,,,,
BBIN,JPMorgan BetaBuilders International Equity ETF,53.82,,,,,,,,
RDVI,First Trust Exchange-Traded Fund IV FT Cboe Vest Rising Dividend Achievers Target Income ETF,22.55,,,,,,,,
TEQI,T. Rowe Price Equity Income ETF,35.44,,,,,,,,
QYLD,Global X NASDAQ-100 Covered Call ETF,16.81,,,,,,,,
DBC,Invesco DB Commodity Index Tracking Fund,24.45,,,,,,,,
FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF,26.82,,,,,,,,
DSMC,Distillate Small/Mid Cash Flow ETF,29.5019,,,,,,,,
PVI,Invesco VRDO Tax-Free ETF,24.95,,,,,,,,
DOL,WisdomTree International LargeCap Dividend Fund,47.35,,,,,,,,
HDG,ProShares Hedge Replication ETF,48.41,,,,,,,,
JETS,U.S. Global Jets ETF,19.99,,,,,,,,
RFG,Invesco S&P Midcap 400 Pure Growth ETF,186.5966,,,,,,,,
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,35.89,,,,,,,,
FLJP,Franklin FTSE Japan ETF,25.72,,,,,,,,
BUFB,Innovator ETFs Trust Innovator Laddered Allocation Buffer ETF,23.9087,,,,,,,,
IWV,iShares Russell 3000 ETF,232.09,,,,,,,,
MTVR,Fount Metaverse ETF,15.8987,,,,,,,,
PDP,Invesco DWA Momentum ETF,74.34,,,,,,,,
MVPS,Amplify Thematic All-Stars ETF,16.6625,,,,,,,,
VGIT,Vanguard Intermediate-Term Treasury ETF,59.64,,,,,,,,
NFTY,First Trust India Nifty 50 Equal Weight ETF,43.86,,,,,,,,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,94.01,,,,,,,,
MLN,VanEck Long Muni ETF,18.05,,,,,,,,
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,46.605,,,,,,,,
CHII,Global X MSCI China Industrials ETF,13.8,,,,,,,,
TARK,AXS 2X Innovation ETF,61.78,,,,,,,,
XHYI,BondBloxx USD High Yield Bond Industrial Sector ETF,36.94,,,,,,,,
PFXF,VanEck Preferred Securities ex Financials ETF,18.2,,,,,,,,
TGRW,T. Rowe Price Growth Stock ETF,22.26,,,,,,,,
MOTO,SmartETFs Smart Transportation & Technology ETF,38.2139,,,,,,,,
NVBW,AllianzIM US Large Cap Buffer20 Nov ETF,25.9416,,,,,,,,
JULZ,TrueShares Structured Outcome (July) ETF,32.7758,,,,,,,,
TYA,Simplify Intermediate Term Treasury Futures Strategy ETF,16.14,,,,,,,,
XHS,SPDR S&P Health Care Services ETF,90.34,,,,,,,,
IBDO,iShares iBonds Dec 2023 Term Corporate ETF,25.14,,,,,,,,
SCHD,Schwab US Dividend Equity ETF,76.05,,,,,,,,
TMFM,Motley Fool Mid-Cap Growth ETF,22.7989,,,,,,,,
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,25.1598,,,,,,,,
DRIV,Global X Autonomous & Electric Vehicles ETF,23.32,,,,,,,,
PALL,abrdn Physical Palladium Shares ETF,151.57,,,,,,,,
SOXL,Direxion Daily Semiconductor Bull 3x Shares,13.8,,,,,,,,
LETB,AdvisorShares Trust AdvisorShares Let Bob AI Powered Momentum ETF,22.6496,,,,,,,,
JEPI,JPMorgan Equity Premium Income ETF,55.02,,,,,,,,
GSST,Goldman Sachs Access Ultra Short Bond ETF,49.925,,,,,,,,
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,129.4341,,,,,,,,
GQRE,FlexShares Global Quality Real Estate Index Fund,56.6838,,,,,,,,
FJP,First Trust Japan AlphaDEX Fund,44.66,,,,,,,,
GRNR,Global X Green Building ETF,21.99,,,,,,,,
IHI,iShares U.S. Medical Devices ETF,53.41,,,,,,,,
XLP,SPDR Select Sector Fund - Consumer Staples,72.95,,,,,,,,
TDSE,Cabana Target Drawdown 16 ETF,22.25,,,,,,,,
UMMA,Wahed Dow Jones Islamic World ETF,21.4,,,,,,,,
QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,25.25,,,,,,,,
PYZ,Invesco DWA Basic Materials Momentum ETF,88.2207,,,,,,,,
IBHD,iShares iBonds 2024 Term High Yield and Income ETF,23.06,,,,,,,,
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,26.39,,,,,,,,
MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,70.34,,,,,,,,
XMLV,Invesco S&P MidCap Low Volatility ETF,54.74,,,,,,,,
RZV,Invesco S&P Smallcap 600 Pure Value ETF,98.3,,,,,,,,
VIGI,Vanguard International Dividend Appreciation ETF,73.71,,,,,,,,
BDEC,Innovator U.S. Equity Buffer ETF - December,33.138,,,,,,,,
SHOC,EA Series Trust Strive U.S. Semiconductor ETF,27.2663,,,,,,,,
DMXF,iShares ESG Advanced MSCI EAFE ETF,59.25,,,,,,,,
XTWO,BondBloxx Bloomberg Two Year Target Duration US Treasury ETF,49.69,,,,,,,,
RORO,ATAC US Rotation ETF,14.7623,,,,,,,,
STXG,Strive 1000 Growth ETF,26.6067,,,,,,,,
EWI,iShares Inc iShares MSCI Italy ETF,29.72,,,,,,,,
SPYI,NEOS S&P 500 High Income ETF,47.2893,,,,,,,,
FLIA,Franklin International Aggregate Bond ETF,19.5,,,,,,,,
MGC,Vanguard Mega Cap ETF,138.55,,,,,,,,
AVSF,Avantis Short-Term Fixed Income ETF,46.33,,,,,,,,
UVDV,UVA Dividend Value ETF,9.4366,,,,,,,,
FYT,First Trust Small Cap Value AlphaDEX Fund,49.36,,,,,,,,
SMOT,VanEck Morningstar SMID Moat ETF,29.57,,,,,,,,
IOO,iShares Global 100 ETF,67.19,,,,,,,,
MCH,Matthews International Funds Matthews China Active ETF,27.7431,,,,,,,,
PJFG,PGIM Jennison Focused Growth ETF,51.6837,,,,,,,,
NEAR,BlackRock Short Maturity Bond ETF,49.57,,,,,,,,
SPEU,SPDR Portfolio Europe ETF,37.67,,,,,,,,
VT,Vanguard Total World Stock Index ETF,91.72,,,,,,,,
IHF,iShares U.S. Health Care Providers ETF,261.31,,,,,,,,
AGOX,Adaptive Alpha Opportunities ETF,21.76,,,,,,,,
HGER,Harbor All-Weather Inflation Focus ETF,22.7449,,,,,,,,
PY,Principal Value ETF,41.7794,,,,,,,,
FNTC,Direxion Shares ETF Trust Direxion Daily FinTech Bull 2X Shares,13.202,,,,,,,,
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,44.78,,,,,,,,
MPRO,Northern Lights Fund Trust IV Monarch ProCap ETF,25.85,,,,,,,,
DIV,Global X Super Dividend ETF,19.14,,,,,,,,
KORP,American Century Diversified Corporate Bond ETF,46.3416,,,,,,,,
IWDL,ETRACS 2x Leveraged US Value Factor TR ETN,29.8438,,,,,,,,
TUA,Simplify Exchange Traded Funds Simplify Short Term Treasury Futures Strategy ETF,25.03,,,,,,,,
DBV,Invesco DB G10 Currency Harvest Fund,25.1446,,,,,,,,
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,31.38,,,,,,,,
BIDS,Amplify Digital & Online Trading ETF,14.9857,,,,,,,,
MCRO,IQ Hedge Macro Tracker ETF,25.7947,,,,,,,,
EMHC,SPDR Bloomberg Emerging Markets USD Bond ETF,24.0718,,,,,,,,
SCHJ,Schwab 1-5 Year Corporate Bond ETF,47.55,,,,,,,,
VFMV,Vanguard U.S. Minimum Volatility ETF,99.1345,,,,,,,,
IVAL,Alpha Architect International Quantitative Value ETF,23.7,,,,,,,,
NGE,Global X MSCI Nigeria ETF,8.95,,,,,,,,
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,20.53,,,,,,,,
PGHY,Invesco Global Short Term High Yield Bond ETF,19.55,,,,,,,,
FXO,First Trust Financials AlphaDEX,44.59,,,,,,,,
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,19.28,,,,,,,,
GMET,VanEck Green Metals ETF,32.7,,,,,,,,
TLTW,iShares Trust iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,34.92,,,,,,,,
DECZ,TrueShares Structured Outcome (December) ETF,28.2407,,,,,,,,
PJUN,Innovator U.S. Equity Power Buffer ETF - June,30.45,,,,,,,,
GBLD,Invesco MSCI Green Building ETF,18.97,,,,,,,,
USHY,iShares Broad USD High Yield Corporate Bond ETF,35.55,,,,,,,,
PBS,Invesco Dynamic Media ETF,36.8385,,,,,,,,
DBAW,Xtrackers MSCI All World ex US Hedged Equity ETF,28.99,,,,,,,,
FILL,iShares MSCI Global Energy Producers Fund,24.67,,,,,,,,
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.23,,,,,,,,
OMFL,Invesco Exchange-Traded Self-Indexed Fund Trust Invesco Russell 1000 Dynamic Multifactor ETF,46.31,,,,,,,,
EDOG,ALPS Emerging Sector Dividend Dogs ETF,21.89,,,,,,,,
BNDD,Quadratic Deflation ETF,15.42,,,,,,,,
SJB,ProShares Short High Yield,18.53,,,,,,,,
OVS,Overlay Shares Small Cap Equity ETF,30.9976,,,,,,,,
RPHS,Two Roads Shared Trust Regents Park Hedged Market Strategy ETF,8.41,,,,,,,,
BRLN,BlackRock Floating Rate Loan ETF,51.895,,,,,,,,
ISCF,iShares MSCI Intl Small-Cap Multifactor ETF,31.735,,,,,,,,
BLDG,Cambria Global Real Estate ETF,27.448,,,,,,,,
UNL,United States 12 Month Natural Gas Fund,13.13,,,,,,,,
DFNM,Dimensional National Municipal Bond ETF,48.46,,,,,,,,
IVES,Wedbush ETFMG Global Cloud Technology ETF,31.8585,,,,,,,,
MGK,Vanguard Mega Cap Growth ETF,187.45,,,,,,,,
VHT,Vanguard Health Care ETF,242.74,,,,,,,,
IBML,iShares iBonds Dec 2023 Term Muni Bond ETF,25.42,,,,,,,,
RINF,ProShares Inflation Expectations ETF,32.16,,,,,,,,
FLJH,Franklin FTSE Japan Hedged ETF,25.8421,,,,,,,,
IDVO,Amplify International Enhanced Dividend Income ETF,27.625,,,,,,,,
XHE,SPDR S&P Health Care Equipment,94.16,,,,,,,,
OCIO,Clearshares Ocio Etf,28.8937,,,,,,,,
IWFH,iShares Virtual Work and Life Multisector ETF,15.026,,,,,,,,
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,16.79,,,,,,,,
FCUS,Tidal ETF Trust II Pinnacle Focused Opportunities ETF,21.0648,,,,,,,,
RXD,ProShares UltraShort Health Care,12.62,,,,,,,,
VOOV,Vanguard S&P 500 Value ETF,147.8,,,,,,,,
RFDI,First Trust RiverFront Dynamic Developed International ETF,56.04,,,,,,,,
BITO,ProShares Bitcoin Strategy ETF,14.37,,,,,,,,
WINN,Harbor Long-Term Growers ETF,14.81,,,,,,,,
FMHI,First Trust Municipal High Income ETF,47.68,,,,,,,,
DFAT,Dimensional U.S. Targeted Value ETF,47.02,,,,,,,,
IYLD,iShares Morningstar Multi-Asset Income ETF,19.95,,,,,,,,
VWO,Vanguard FTSE Emerging Markets ETF,42.12,,,,,,,,
INDF,Nifty India Financials ETF,31.0037,,,,,,,,
GCAD,Gabelli ETFs Trust Gabelli Equity Income ETF,25.3719,,,,,,,,
MXI,iShares Global Materials ETF,86.4578,,,,,,,,
JFWD,Jacob Funds Inc. Jacob Forward ETF,8.7177,,,,,,,,
VFMF,Vanguard U.S. Multifactor ETF,102.68,,,,,,,,
SMCP,AlphaMark Actively Managed Small Cap ETF,25.4138,,,,,,,,
FCVT,First Trust SSI Strategic Convertible Securities ETF,32.5,,,,,,,,
OARK,YieldMax Innovation Option Income Strategy ETF,18.8066,,,,,,,,
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,23.725,,,,,,,,
FEX,First Trust Large Cap Core AlphaDEX Fund,83.81,,,,,,,,
NVDS,AXS 1.25X NVDA Bear Daily ETF,27.24,,,,,,,,
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,52.76,,,,,,,,
CNCR,Loncar Cancer Immunotherapy ETF,14.65,,,,,,,,
TTAC,FCF US Quality ETF,47.8541,,,,,,,,
EZJ,ProShares Ultra MSCI Japan,32.1266,,,,,,,,
GXTG,Global X Thematic Growth ETF,26.6,,,,,,,,
LDSF,First Trust Low Duration Strategic Focus ETF,18.6703,,,,,,,,
RTH,VanEck Retail ETF,166.71,,,,,,,,
FSZ,First Trust Switzerland AlphaDEX Fund,58.9982,,,,,,,,
IQDE,FlexShares International Quality Dividend Defensive Index Fund,20.5569,,,,,,,,
BBJP,JPMorgan BetaBuilders Japan ETF,48.18,,,,,,,,
BLOK,Amplify Transformational Data Sharing ETF,18.43,,,,,,,,
SARK,AXS Short Innovation Daily ETF,43.47,,,,,,,,
HOM,LifeGoal Home Down Payment Investment ETF,8.725,,,,,,,,
IDLV,Invesco S&P International Developed Low Volatility ETF,27.94,,,,,,,,
PJAN,Innovator U.S. Equity Power Buffer ETF - January,32.64,,,,,,,,
SOYB,Teucrium Soybean Fund ETV,28.13,,,,,,,,
DNOV,FT Cboe Vest U.S. Equity Deep Buffer ETF - November,33.69,,,,,,,,
OVM,Overlay Shares Municipal Bond ETF,22.1563,,,,,,,,
CHGX,AXS Change Finance ESG ETF,28.44,,,,,,,,
DSTX,Distillate International Fundamental Stability & Value ETF,22.3855,,,,,,,,
FDEC,FT Cboe Vest U.S. Equity Buffer ETF - December,32.98,,,,,,,,
MGMT,Ballast Small/Mid Cap ETF,33.6349,,,,,,,,
IJUL,Innovator International Developed Power Buffer ETF July,25.14,,,,,,,,
SIVR,abrdn Physical Silver Shares ETF,22.62,,,,,,,,
EWX,SPDR S&P Emerging Markets Small Cap ETF,51.32,,,,,,,,
EMTY,ProShares Decline of the Retail Store ETF,13.99,,,,,,,,
IGLD,FT Cboe Vest Gold Strategy Target Income ETF,19.8544,,,,,,,,
UAE,iShares MSCI UAE ETF,14.51,,,,,,,,
TIP,iShares TIPS Bond ETF,108.61,,,,,,,,
XPP,ProShares Ultra FTSE China 50,27.19,,,,,,,,
JSML,Janus Henderson Small Cap Growth Alpha ETF,50.83,,,,,,,,
GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,30.89,,,,,,,,
ICOW,Pacer Developed Markets International Cash Cows 100 ETF,29.1082,,,,,,,,
WTV,WisdomTree U.S. Value Fund,61.4188,,,,,,,,
RSPE,Invesco ESG S&P 500 Equal Weight ETF,22.9089,,,,,,,,
WTMF,WisdomTree Managed Futures Strategy Fund,32.21,,,,,,,,
BKAG,BNY Mellon Core Bond ETF,42.82,,,,,,,,
DIG,ProShares Ultra Oil & Gas,43.58,,,,,,,,
OUNZ,VanEck Merk Gold Trust,18.64,,,,,,,,
EMBD,Global X Emerging Markets Bond ETF,22.14,,,,,,,,
QUAL,iShares MSCI USA Quality Factor ETF,120.11,,,,,,,,
BETZ,Roundhill Sports Betting & iGaming ETF,16.06,,,,,,,,
GLRY,Northern Lights Fund Trust IV Inspire Faithward Mid Cap Momentum ETF,23.8757,,,,,,,,
FTXO,First Trust Nasdaq Bank ETF,28.13,,,,,,,,
ARP,The Advisors? Inner Circle Fund II PMV Adaptive Risk Parity ETF,25.5903,,,,,,,,
TPIF,Timothy Plan International ETF,25.15,,,,,,,,
IWFG,IQ Winslow Focused Large Cap Growth ETF,27.5788,,,,,,,,
BUFR,FT Cboe Vest Fund of Buffer ETFs,23,,,,,,,,
KRE,SPDR S&P Regional Banking ETF,60.32,,,,,,,,
FLTB,Fidelity Limited Term Bond ETF,48.43,,,,,,,,
SPVM,Invesco S&P 500 Value with Momentum ETF,50.5881,,,,,,,,
MRGR,ProShares Merger ETF,38.1908,,,,,,,,
UJUL,Innovator U.S. Equity Ultra Buffer ETF - July,26.5159,,,,,,,,
TAIL,Cambria Tail Risk ETF,14.98,,,,,,,,
DFIP,Dimensional Inflation-Protected Securities ETF,42.09,,,,,,,,
BIS,ProShares UltraShort Nasdaq Biotechnology,18.7063,,,,,,,,
IYY,iShares Dow Jones U.S. ETF,98.28,,,,,,,,
RTYD,Simplify Exchange Traded Funds Simplify US Small Cap PLUS Downside Convexity ETF,20.11,,,,,,,,
BRKY,Direxion Breakfast Commodities Strategy ETF,21.655,,,,,,,,
IBDP,iShares iBonds Dec 2024 Term Corporate ETF,24.64,,,,,,,,
FAAR,First Trust Alternative Absolute Return Strategy ETF,30.17,,,,,,,,
PIE,Invesco DWA Emerging Markets Momentum ETF,18.9,,,,,,,,
QGRW,WisdomTree Trust WisdomTree U.S. Quality Growth Fund,25.6829,,,,,,,,
MJUS,ETFMG U.S. Alternative Harvest ETF,1.76,,,,,,,,
TPLC,Timothy Plan US Large/Mid Cap Core ETF,34.8128,,,,,,,,
TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,55.05,,,,,,,,
DRV,Direxion Daily Real Estate Bear 3X Shares,42.44,,,,,,,,
IVRA,Invesco Real Assets ESG ETF,14.2157,,,,,,,,
THLV,THOR Financial Technologies Trust THOR Low Volatility ETF,25.2499,,,,,,,,
VTC,Vanguard Total Corporate Bond ETF,76.95,,,,,,,,
OSCV,Opus Small Cap Value ETF,32.17,,,,,,,,
FEM,First Trust Emerging Markets AlphaDEX Fund,22.02,,,,,,,,
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,23.78,,,,,,,,
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,26.6469,,,,,,,,
UAV,AdvisorShares Trust AdvisorShares Drone Technology ETF,21.7968,,,,,,,,
NDJI,Nationwide Dow Jones Risk-Managed Income ETF,20.13,,,,,,,,
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,53.54,,,,,,,,
GABF,Gabelli ETFs Trust Gabelli Financial Services Opportunities ETF,27.7391,,,,,,,,
AVUV,Avantis U.S. Small Cap Value ETF,79.85,,,,,,,,
IWB,iShares Russell 1000 ETF,221.1,,,,,,,,
BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,23.33,,,,,,,,
OUSM,ALPS O'Shares U.S. Small-Cap Quality Dividend ETF,35.8558,,,,,,,,
CORN,Teucrium Corn Fund ETV,26.58,,,,,,,,
FUTY,Fidelity MSCI Utilities Index ETF,44.47,,,,,,,,
DFIC,Dimensional International Core Equity 2 ETF,24.23,,,,,,,,
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,34.22,,,,,,,,
XDQQ,Innovator Growth Accelerated ETF - Quarterly,21.7905,,,,,,,,
GAMR,Wedbush ETFMG Video Game Tech ETF,59.4634,,,,,,,,
VOOG,Vanguard S&P 500 Growth ETF,219.56,,,,,,,,
MEDI,Harbor Health Care ETF,20.3718,,,,,,,,
PSCI,Invesco S&P SmallCap Industrials ETF,94.7684,,,,,,,,
FLCA,Franklin FTSE Canada ETF,31.8955,,,,,,,,
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,43.7,,,,,,,,
RATE,Global X Funds Global X Interest Rate Hedge ETF,24.431,,,,,,,,
COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,27.8,,,,,,,,
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,25.4115,,,,,,,,
SCHH,Schwab U.S. REIT ETF,20.77,,,,,,,,
FREL,Fidelity MSCI Real Estate Index ETF,26.84,,,,,,,,
LQIG,SPDR Series Trust SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,97.3529,,,,,,,,
FKU,First Trust,35.01,,,,,,,,
ILCB,iShares Morningstar Large-Cap ETF,55.2017,,,,,,,,
BJAN,Innovator U.S. Equity Buffer ETF - January,34.46,,,,,,,,
XSEP,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - September,31.8385,,,,,,,,
RYLD,Global X Russell 2000 Covered Call ETF,19.21,,,,,,,,
IBCE,iShares iBonds Mar 2023 Term Corporate ex-Financials ETF,24.33,,,,,,,,
GSFP,Goldman Sachs Future Planet Equity ETF,31.7573,,,,,,,,
NKEQ,AXS 2X NKE Bear Daily ETF,24.6344,,,,,,,,
SSG,ProShares UltraShort Semiconductors,18.7,,,,,,,,
KBWP,Invesco KBW Property & Casualty Insurance ETF,88.34,,,,,,,,
TOK,iShares MSCI Kokusai ETF,85.9861,,,,,,,,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,22.14,,,,,,,,
AGGH,Simplify Exchange Traded Funds Simplify Aggregate Bond PLUS Credit Hedge ETF,22.5967,,,,,,,,
DFSI,Dimensional International Sustainability Core 1 ETF,30.11,,,,,,,,
VDNI,V-Shares US Leadership Diversity ETF,21.5805,,,,,,,,
ISWN,Amplify BlackSwan ISWN ETF,19.5,,,,,,,,
SDEM,Global X MSCI SuperDividend Emerging Markets ETF,25.7246,,,,,,,,
MBSD,FlexShares Trust FlexShares Disciplined Duration MBS Index Fund,20.755,,,,,,,,
BTEK,BlackRock Future Tech ETF,19.3374,,,,,,,,
GOAU,US Global GO Gold and Precious Metal Miners ETF,17.44,,,,,,,,
ESHY,Xtrackers J.P. Morgan ESG USD High Yield Corporate Bond ETF,18.265,,,,,,,,
DFSD,Dimensional Short-Duration Fixed Income ETF,46.49,,,,,,,,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,39.71,,,,,,,,
IYC,iShares U.S. Consumer Discretionary ETF,63.74,,,,,,,,
HDMV,First Trust Exchange-Traded Fund III First Trust Horizon Managed Volatility Developed International ETF,28.52,,,,,,,,
WINC,Western Asset Short Duration Income ETF,23.9,,,,,,,,
IQM,Franklin Intelligent Machines ETF,39.7049,,,,,,,,
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,110.08,,,,,,,,
PDEC,Innovator U.S. Equity Power Buffer ETF - December,30.87,,,,,,,,
KIE,SPDR S&P Insurance ETF,42.75,,,,,,,,
RWR,SPDR DJ Wilshire REIT ETF,94.75,,,,,,,,
FXZ,First Trust Materials AlphaDEX Fund,69.04,,,,,,,,
OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,13.57,,,,,,,,
ATFV,Alger 35 ETF,14.1272,,,,,,,,
DDM,ProShares Ultra Dow30,65.79,,,,,,,,
SHY,iShares 1-3 Year Treasury Bond ETF,81.65,,,,,,,,
JPXN,iShares JPX-Nikkei 400 ETF,62.423,,,,,,,,
DWSH,AdvisorShares Dorsey Wright Short ETF,8.4,,,,,,,,
EWUS,Ishares MSCI,33.77,,,,,,,,
HYMB,SPDR Nuveen Bloomberg High Yield Municipal Bond ETF,25.52,,,,,,,,
FXL,First Trust Technology AlphaDEX,100.05,,,,,,,,
MDY,SPDR MidCap Trust Series I,472.37,,,,,,,,
AVSE,Avantis Responsible Emerging Markets Equity ETF,46.498,,,,,,,,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,27.955,,,,,,,,
DBEH,iMGP DBi Hedge Strategy ETF,26.1425,,,,,,,,
SQQQ,ProShares UltraPro Short QQQ,41.2,,,,,,,,
DSEP,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,31.472,,,,,,,,
XYLG,Global X S&P 500 Covered Call & Growth ETF,26.1759,,,,,,,,
FMCX,Northern Lights Fund Trust IV FMC Excelsior Focus Equity ETF,23.1145,,,,,,,,
MRAD,SmartETFs Advertising & Marketing Technology ETF,14.2255,,,,,,,,
BFIT,Global X Health & Wellness ETF,22.99,,,,,,,,
RFV,Invesco S&P Midcap 400 Pure Value ETF,102.35,,,,,,,,
RTAI,Rareview Tax Advantaged Income ETF,21.3798,,,,,,,,
SGDM,Sprott Gold Miners ETF,27.43,,,,,,,,
ENOR,iShares Inc iShares MSCI Norway ETF,24.3902,,,,,,,,
FLSA,Franklin FTSE Saudi Arabia ETF,34.0019,,,,,,,,
GNMA,iShares GNMA Bond ETF,44.75,,,,,,,,
DIVZ,TrueShares Low Volatility Equity Income ETF,29.0773,,,,,,,,
CEFS,Exchange Listed Funds Trust ETF,18.5,,,,,,,,
ZSL,ProShares UltraShort Silver,19.9,,,,,,,,
OUSA,ALPS O'Shares U.S. Quality Dividend ETF,41.785,,,,,,,,
KSET,KraneShares Trust KraneShares Global Carbon Offset Strategy ETF,5.765,,,,,,,,
IEZ,iShares U.S. Oil Equipment & Services ETF,22.49,,,,,,,,
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,48.85,,,,,,,,
FHYS,Federated Hermes Short Duration High Yield ETF,22.37,,,,,,,,
GURU,Global X Guru Index ETF,36.25,,,,,,,,
JRE,Janus Henderson U.S. Real Estate ETF,23.2657,,,,,,,,
SCHV,Schwab U.S. Large-Cap Value ETF,67.81,,,,,,,,
EATV,Advisors Series Trust VegTech Plant-based Innovation & Climate ETF,16.7738,,,,,,,,
DIAL,Columbia Diversified Fixed Income Allocation ETF,17.88,,,,,,,,
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,29.365,,,,,,,,
PGF,Invesco Financial Preferred ETF,16.07,,,,,,,,
FPE,First Trust Preferred Securities and Income ETF,17.95,,,,,,,,
IQIN,IQ 500 International ETF,30.5155,,,,,,,,
PHYD,Putnam ETF Trust Putnam ESG High Yield ETF,50.1,,,,,,,,
FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,35.8439,,,,,,,,
ISDX,Invesco RAFI Strategic Developed ex-US ETF,28.96,,,,,,,,
FXP,ProShares Ultrashort FTSE China 50,27.19,,,,,,,,
AVGE,Avantis All Equity Markets ETF,58.99,,,,,,,,
DEF,Invesco Defensive Equity ETF,67.47,,,,,,,,
JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,88.1408,,,,,,,,
HAPI,Harbor Corporate Culture ETF,22.8997,,,,,,,,
DEMZ,Democratic Large Cap Core ETF,25.29,,,,,,,,
EPP,iShares MSCI Pacific Ex-Japan Index Fund,46.83,,,,,,,,
MOOD,Relative Sentiment Tactical Allocation ETF,25.381,,,,,,,,
VWOB,Vanguard Emerging Markets Government Bond ETF,63.06,,,,,,,,
WWJD,Inspire International ETF,28.02,,,,,,,,
QMN,IQ Hedge Market Neutral Tracker ETF,24.8187,,,,,,,,
RSP,Invesco S&P 500 Equal Weight ETF,149.2,,,,,,,,
SPXS,Direxion Daily S&P 500 Bear 3X,19.36,,,,,,,,
IXN,iShares Global Tech ETF,48.93,,,,,,,,
TFLO,iShares Treasury Floating Rate Bond ETF,50.56,,,,,,,,
QPX,AdvisorShares Q Dynamic Growth ETF,22.8575,,,,,,,,
FIVG,Defiance Next Gen Connectivity ETF,32.28,,,,,,,,
IBDW,iShares iBonds Dec 2031 Term Corporate ETF,20.66,,,,,,,,
HIDE,EA Series Trust Alpha Architect High Inflation and Deflation ETF,23.4,,,,,,,,
KOIN,Capital Link Global Fintech Leaders ETF,29.32,,,,,,,,
