Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
RSEE,Collaborative Investment Series Trust Rareview Systematic Equity ETF,25.235,-1.3884167,-0.3553,Buy,5498,138742.03,,,,,Miscellaneous,
DFLV,Dimensional US Large Cap Value ETF,25.79,-0.84582853,-0.22,Buy,160341,4135194.39,,,,,Miscellaneous,
DVY,iShares Select Dividend ETF,124.27,-0.30485359,-0.38,Buy,727627,90422207.29,,,,,Miscellaneous,
INQQ,Exchange Traded Concepts Trust India Internet & Ecommerce ETF,10.1,0.39761431,0.04,Sell,499,5039.9,,,,,Miscellaneous,
PSMM,Invesco Moderately Conservative Multi-Asset Allocation ETF,13.96,-0.38532896,-0.054,Buy,2675,37343,,,,,Miscellaneous,
PTIN,Pacer Trendpilot International ETF,26.52,-0.58255921,-0.1554,Buy,7250,192270,,,,,Miscellaneous,
SPY,SPDR S&P 500 ETF TRUST,401.34,-1.06980872,-4.34,Buy,41351709,16596094890.06,,,,,Miscellaneous,
KJAN,Innovator U.S. Small Cap Power Buffer ETF - January,31.45,-0.53763441,-0.17,Buy,10310,324249.5,,,,,Miscellaneous,
SPMB,SPDR Portfolio Mortgage Backed Bond ETF,22.41,-0.2670227,-0.06,Buy,511043,11452473.63,,,,,Miscellaneous,
XC,WisdomTree Trust WisdomTree Emerging Markets Ex-China Fund,26.6,-0.58936306,-0.1577,Buy,1740,46284,,,,,Miscellaneous,
KVLE,KraneShares Trust KFA Value Line Dynamic Core Equity Index ETF,21.93,-0.5987644,-0.1321,Buy,1857,40724.01,,,,,Miscellaneous,
SBNY,Signature Bank,124.1094,-2.57524138,-3.2806,Sell,561675,69709147.24499999,7809960720.953603,6.13023686,20.8838,,Finance,
FRI,First Trust S&P REIT Index Fund,26.05,-0.95057034,-0.25,Buy,23770,619208.5,,,,,Miscellaneous,
TIME,Capitol Series Trust Clockwise Capital Innovation ETF,17.85,-0.74676245,-0.1343,Buy,100,1785,,,,,Miscellaneous,
TMFX,"The RBB Fund, Inc. Motley Fool Next Index ETF",15.55,-1.39442863,-0.2199,Buy,1970,30633.5,,,,,Miscellaneous,
XCCC,BondBloxx CCC-Rated USD High Yield Corporate Bond ETF,38.314,-0.14568711,-0.0559,Buy,1854,71034.156,,,,,Miscellaneous,
BHAT,Blue Hat Interactive Entertainment Technology,0.4698,-3.90672939,-0.0191,Sell,52850,24828.93,4453679.97668235,,,80,Consumer Durables,-803.50726242
EFAX,SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,36.95,-0.34575573,-0.1282,Buy,8004,295747.8,,,,,Miscellaneous,
CARY,Angel Oak Funds Trust Angel Oak Income ETF,20.45,0.12239902,0.025,Buy,1256,25685.2,,,,,Miscellaneous,
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,39.88,-3.27431482,-1.35,Buy,55592,2217008.96,,,,,Miscellaneous,
CEFD,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,21.83,-0.09153318,-0.02,Buy,2119,46257.77,,,,,Miscellaneous,
EEMV,iShares MSCI Emerging Markets Min Vol Factor ETF,55.3835,-0.7286252,-0.4065,Buy,724078,40101973.913,,,,,Miscellaneous,
BKU,"BankUnited, Inc.",36.84,0.38147139,0.14,Buy,622529,22933968.36000001,2846630951.777657,10.33540792,3.5645,,Finance,
C,"Citigroup, Inc.",51.9,0.07713074,0.04,Buy,5708192,296255164.8,100522666967.12305,7.41832122,7.0321,,Finance,
GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,42.37,-0.2119642,-0.09,Buy,30591,1296140.67,,,,,Miscellaneous,
UDN,Invesco DB USD Index Bearish ETF,18.745,-0.34556087,-0.065,Buy,222458,4169975.21,,,,,Miscellaneous,
DFAI,Dimensional International Core Equity Market ETF,27.07,-0.62408223,-0.17,Buy,345708,9358315.56,,,,,Miscellaneous,
SPMO,Invesco S&P 500 Momentum ETF,55.92,-0.6749556,-0.38,Sell,29771,1664794.32,,,,,Miscellaneous,
CVY,Invesco Zacks Multi-Asset Income ETF,23.09,-0.26521074,-0.0614,Buy,13803,318711.27,,,,,Miscellaneous,
PBND,Invesco PureBeta US Aggregate Bond ETF,22.3576,-0.23382419,-0.0524,Buy,8463,189212.3688,,,,,Miscellaneous,
SSG,ProShares UltraShort Semiconductors,18.5,5.07363674,0.8933,Sell,22846,422651,,,,,Miscellaneous,
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF,118.45,-0.44545302,-0.53,Buy,40234,4765717.3,,,,,Miscellaneous,
INTE,Integral Acquisition Corporation 1,10.19,0,0,Buy,7867,80164.73,146481244,,-0.121,2,Finance,
DBB,Invesco DB Base Metals Fund,21.75,-1.36054422,-0.3,Buy,71915,1564151.25,,,,,Miscellaneous,
DIP,ETF Series Solutions BTD Capital Fund,25.4,0.30605193,0.0775,Strong Buy,178,4521.2,,,,,Miscellaneous,
VHT,Vanguard Health Care ETF,243.0126,-0.91633369,-2.2474,Strong Sell,171071,41572408.4946,,,,,Miscellaneous,
FPX,First Trust US Equity Opportunities ETF,83.76,-1.45882353,-1.24,Buy,29912,2505429.12,,,,,Miscellaneous,
EIG,Employers Holdings Inc,42.56,0.37735849,0.16,Sell,29466,1254072.96,1157492693.2905662,21.26379137,2.0144,608,Finance,-74.10071942
FLRN,SPDR Bloomberg Investment Grade Floating Rate ETF,30.6233,0.04344985,0.0133,Buy,677121,20735679.5193,,,,,Miscellaneous,
TCBX,"Third Coast Bancshares, Inc.",18.17,-2.8082375,-0.525,Strong Sell,11442,207901.14,245871645.53035572,14.99679127,1.3832,,Finance,
RINF,ProShares Inflation Expectations ETF,32.26,-0.89093702,-0.29,Neutral,5068,163493.68,,,,,Miscellaneous,
WTMF,WisdomTree Managed Futures Strategy Fund,32.32,-0.33919211,-0.11,Neutral,16048,518671.36,,,,,Miscellaneous,
LBAI,"Lakeland Bancorp, Inc.",18.76,-1.15911486,-0.22,Buy,75485,1416098.6,1215827653.1928344,11.6114034,1.646,,Finance,
VGT,Vanguard Information Tech ETF,346,-1.71013011,-6.02,Buy,486092,168187832,,,,,Miscellaneous,
PPTY,U.S. Diversified Real Estate ETF,30.57,-0.67774363,-0.2086,Buy,1095,33474.15,,,,,Miscellaneous,
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,22.92,-0.34782609,-0.08,Neutral,131304,3009487.68,,,,,Miscellaneous,
TUR,iShares MSCI Turkey ETF,34.385,-2.48156551,-0.875,Sell,89084,3063153.34,,,,,Miscellaneous,
EBTC,Enterprise Bancorp Inc,35.34,2.82222869,0.97,Buy,24765,875195.1,428465199.4250802,9.78004154,3.529,,Finance,
RYH,Invesco S&P 500 Equal Weight Health Care ETF,294.78,-0.73273506,-2.1759,Buy,2069,609899.82,,,,,Miscellaneous,
LBAY,Leatherback Long/Short Alternative Yield ETF,29.1699,-0.03427017,-0.01,Neutral,21176,617701.8024,,,,,Miscellaneous,
JKS,JinkoSolar Holding Company Limited,54.48,-3.07774417,-1.73,Buy,476532,25961463.36,2817442353,184.17431193,0.5757,31030,Electronic Technology,-149.00662663
AVGE,Avantis All Equity Markets ETF,59.08,-1.10478741,-0.66,Buy,32343,1910824.44,,,,,Miscellaneous,
DIAL,Columbia Diversified Fixed Income Allocation ETF,17.9001,-0.52736871,-0.0949,Buy,181066,3241099.5066,,,,,Miscellaneous,
VNM,VanEck Vietnam ETF,12.72,-2.15384615,-0.28,Neutral,634284,8068092.48,,,,,Miscellaneous,
FFWM,First Foundation Inc.,15.225,-2.65345269,-0.415,Neutral,120058,1827883.05,858502331.4322251,7.99468384,1.9584,,Finance,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,40.2499,-1.46131398,-0.5969,Buy,18273,735486.4227,,,,,Miscellaneous,
SSPY,Syntax Stratified LargeCap ETF,67.25,-0.63504916,-0.4298,Buy,506,34028.5,,,,,Miscellaneous,
FTQI,First Trust Nasdaq BuyWrite Income ETF,19.12,-0.1681269,-0.0322,Buy,634,12122.08,,,,,Miscellaneous,
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,52.61,-0.43527631,-0.23,Buy,129300,6802473,,,,,Miscellaneous,
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,64.8027,-0.21142593,-0.1373,Sell,15278,990055.6506,,,,,Miscellaneous,
NSPL,Unified Series Trust NightShares 500 1x/1.5x ETF,32.175,-1.25370203,-0.4085,Buy,870,27992.25,,,,,Miscellaneous,
EMMF,WisdomTree Emerging Markets Multifactor Fund,21.94,-1.11593863,-0.2476,Buy,201,4409.94,,,,,Miscellaneous,
IBTX,"Independent Bank Group, Inc",59.49,0.33732501,0.2,Sell,93040,5534949.6,2450762962.4440885,12.62295082,4.704,,Finance,
CRBG,Corebridge Financial Inc.,21.62,0.18535681,0.04,Buy,380243,8220853.66,13944900000,1.17640645,18.344,,Finance,-26.02945597
FTSM,First Trust Enhanced Short Maturity ETF,59.6779,0.01323948,0.0079,Strong Buy,854090,50970297.611,,,,,Miscellaneous,
PLAT,WisdomTree Growth Leaders Fund,28.2668,-1.61978547,-0.4654,Buy,967,27333.9956,,,,,Miscellaneous,
HNVR,"Hanover Bancorp, Inc.",19.83,-0.35175879,-0.07,Sell,674,13365.42,144739170,6.01644697,3.388,162,Finance,115.30639791
DMXF,iShares ESG Advanced MSCI EAFE ETF,59.255,-0.59553766,-0.355,Buy,23463,1390300.065,,,,,Miscellaneous,
XSD,SPDR S&P Semiconductor ETF,192.485,-2.58856275,-5.115,Buy,49866,9598457.01,,,,,Miscellaneous,
MSFU,Direxion Daily MSFT Bull 1.5X Shares,22.41,-3.36060166,-0.7793,Neutral,19105,428143.05,,,,,Miscellaneous,
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,19.6,-1.10998991,-0.22,Buy,19750,387100,,,,,Miscellaneous,
JETS,U.S. Global Jets ETF,20.045,-1.25615764,-0.255,Buy,1733347,34744940.615,,,,,Miscellaneous,
RATE,Global X Funds Global X Interest Rate Hedge ETF,24.42,-0.0045043,-0.0011,Sell,287,7008.54,,,,,Miscellaneous,
EQWL,Invesco S&P 100 Equal Weight ETF,78.4409,-0.78307614,-0.6191,Buy,15440,1211127.496,,,,,Miscellaneous,
DMAR,FT Cboe Vest U.S. Equity Deep Buffer ETF - March,30.25,-0.19795447,-0.06,Neutral,1079346,32650216.5,,,,,Miscellaneous,
CGGO,Capital Group Global Growth Equity ETF,22.49,-1.01232394,-0.23,Buy,784027,17632767.23,,,,,Miscellaneous,
CACG,ClearBridge All Cap Growth ESG ETF,36.05,-1.04363962,-0.3802,Neutral,21844,787476.2,,,,,Miscellaneous,
OBOR,KraneShares MSCI One Belt One Road Index ETF,23.87,-1.53493303,-0.3721,Neutral,109,2601.83,,,,,Miscellaneous,
EWJ,iShares MSCI Japan Index Fund,58.535,-0.48452907,-0.285,Buy,2300053,134633602.355,,,,,Miscellaneous,
CCB,Coastal Financial Corporation,44.94,1.44469526,0.64,Buy,26570,1194055.8,582513551.1020316,14.76962059,3.1348,,Finance,
LCR,Leuthold Core ETF,29.73,-0.49801197,-0.1488,Buy,600,17838,,,,,Miscellaneous,
NEGG,"Newegg Commerce, Inc.",1.85,-8.41584158,-0.17,Neutral,803927,1487264.95,694241851.8069307,,,2205,Retail Trade,-185.6667007
CSHI,NEOS Enhanced Income Cash Alternative ETF,50.069,0.06795243,0.034,Sell,1498,75003.362,,,,,Miscellaneous,
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,16.49,-0.36253776,-0.06,Buy,128437,2117926.13,,,,,Miscellaneous,
BOND,PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,93.606,-0.13229489,-0.124,Buy,206307,19311573.042,,,,,Miscellaneous,
TRST,TrustCo Bank Corp NY,34.815,0.82536924,0.285,Sell,43754,1523295.51,663287522.6789747,8.77844159,3.9339,750,Finance,
TLTW,iShares Trust iShares 20+ Year Treasury Bond BuyWrite Strategy ETF,34.95,-0.17137961,-0.06,Buy,49247,1721182.65,,,,,Miscellaneous,
NULC,Nuveen ESG Large-Cap ETF,33.76,-0.86042346,-0.293,Buy,256,8642.56,,,,,Miscellaneous,
NBDS,Neuberger Berman Disrupters ETF,19.68,-1.55077539,-0.31,Buy,5141,101174.88,,,,,Miscellaneous,
DVLU,First Trust Dorsey Wright Momentum & Value ETF,23.741,-0.49874267,-0.119,Buy,134,3181.294,,,,,Miscellaneous,
VIOO,Vanguard S&P Small-Cap 600 ETF,185.82,-0.7689843,-1.44,Buy,49457,9190099.74,,,,,Miscellaneous,
JXI,iShares Global Utilities ETF,59.96,-0.38377831,-0.231,Sell,14806,887767.76,,,,,Miscellaneous,
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,21.27,-0.39803325,-0.085,Sell,8384,178327.68,,,,,Miscellaneous,
AMAX,RH Hedged Multi-Asset Income ETF,7.9015,-1.72263682,-0.1385,Neutral,3472,27434.008,,,,,Miscellaneous,
EMHC,SPDR Bloomberg Emerging Markets USD Bond ETF,24.0947,-0.90602509,-0.2203,Neutral,3741,90138.2727,,,,,Miscellaneous,
VUSB,Vanguard Ultra-Short Bond ETF,49.2284,0.03739077,0.0184,Strong Buy,406425,20007652.47,,,,,Miscellaneous,
BBCA,JPMorgan BetaBuilders Canada ETF,61.63,-0.91639871,-0.57,Buy,53433,3293075.79,,,,,Miscellaneous,
RESE,WisdomTree Emerging Markets ESG Fund,29.69,-1.162152,-0.3491,Buy,1853,55015.57,,,,,Miscellaneous,
RSP,Invesco S&P 500 Equal Weight ETF,149.61,-0.78912467,-1.19,Buy,2065994,309093362.34000003,,,,,Miscellaneous,
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,31.31,0.3847387,0.12,Neutral,40221,1259319.51,1562724403.1327345,8.06839641,3.8868,1277,Finance,40.60113137
EVAV,Direxion Shares ETF Trust Direxion Daily Electric and Autonomous Vehicles Bull 2X Shares,8.511,-10.22151899,-0.969,Buy,73635,626707.485,,,,,Miscellaneous,
DEUS,Xtrackers Russell US Multifactor ETF,44.06,-0.32170344,-0.1422,Buy,7416,326748.96,,,,,Miscellaneous,
BNDD,Quadratic Deflation ETF,15.42,0.4128518,0.0634,Sell,54176,835393.92,,,,,Miscellaneous,
BY,"Byline Bancorp, Inc.",24.305,0.26815182,0.065,Strong Buy,40727,989869.735,910896770.9028465,10.19858633,2.4189,,Finance,
VBFC,Village Bank and Trust Financial Corp.,57.71,-0.39696237,-0.23,Buy,185,10676.35,85179782.70659302,10.27888163,5.6368,,Finance,
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,26.39,-0.11619677,-0.0307,Neutral,100,2639,,,,,Miscellaneous,
FMAR,FT Cboe Vest U.S. Equity Buffer ETF - March,32.45,-0.4814917,-0.157,Buy,6958,225787.1,,,,,Miscellaneous,
IHAK,iShares Cybersecurity and Tech ETF,33.6363,-1.47539543,-0.5037,Neutral,33552,1128565.1376,,,,,Miscellaneous,
CTEC,Global X CleanTech ETF,16.231,-1.98671498,-0.329,Buy,7573,122917.363,,,,,Miscellaneous,
FLAU,Franklin FTSE Australia ETF,29.135,-0.56619421,-0.1659,Buy,1963,57192.005,,,,,Miscellaneous,
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,50.22,-0.21855752,-0.11,Buy,361085,18133688.7,,,,,Miscellaneous,
SCHY,Schwab International Dividend Equity ETF,23.74,-0.62787777,-0.15,Buy,124265,2950051.1,,,,,Miscellaneous,
TSLQ,AXS TSLA Bear Daily ETF,54.3,4.62427746,2.4,Sell,3685276,200110486.8,,,,,Miscellaneous,
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,27.8,-0.42123965,-0.1176,Buy,5983,166327.4,,,,,Miscellaneous,
PPA,Invesco Aerospace & Defense ETF,79.4,-0.18856065,-0.15,Buy,53450,4243930,,,,,Miscellaneous,
ROUS,Hartford Multifactor U.S. Equity ETF,40.19,-0.14906832,-0.06,Buy,8311,334019.09,,,,,Miscellaneous,
GSIE,Goldman Sachs ActiveBeta International Equity ETF,31.01,-0.51331408,-0.16,Buy,222930,6913059.3,,,,,Miscellaneous,
ANTE,AirNet Technology Inc.,1.47,-3.92156863,-0.06,Sell,2377,3494.19,546129420,,-0.0676,71,Commercial Services,33.17851061
TYDE,"Cryptyde, Inc.",0.2,-3.42829551,-0.0071,Sell,9435189,1887037.8,6338516.65861903,,,,Technology Services,
RUFF,Alpha Dog ETF,18.14,-1.24290217,-0.2283,Buy,414,7509.96,,,,,Miscellaneous,
GJAN,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Moderate Buffer ETF - January,30.43,-0.55555556,-0.17,,104708,3186264.44,,,,,Miscellaneous,
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,72.06,-1.0708402,-0.78,Buy,32951,2374449.06,,,,,Miscellaneous,
STGF,Listed Funds Trust Merk Stagflation ETF,22.6,-0.30877812,-0.07,Buy,5415,122379,,,,,Miscellaneous,
USFR,WisdomTree Floating Rate Treasury Fund,50.26,0.0199005,0.01,Sell,3720351,186984841.26,,,,,Miscellaneous,
TAGS,Teucrium Agricultural Fund ETV,31.2532,0.97899206,0.303,Strong Buy,4810,150327.892,,,,,Miscellaneous,
PFHD,Professional Holding Corp.,29.07,0.20682523,0.06,Strong Buy,86072,2502113.04,401585379.5925542,18.56996543,1.6433,,Finance,
BMAY,Innovator U.S. Equity Buffer ETF - May,29.93,-0.61365176,-0.1848,Buy,5834,174611.62,,,,,Miscellaneous,
PPBI,Pacific Premier Bancorp Inc,30.99,-0.0967118,-0.03,Sell,156481,4849346.19,2944424319.638298,10.41778614,3.0012,,Finance,
MNM,Direxion Shares ETF Trust Direxion Daily Metal Miners Bull 2X Shares,38.56,-1.47883941,-0.5788,Buy,2824,108893.44,,,,,Miscellaneous,
TMDV,ProShares Russell US Dividend Growers ETF,47.5599,0.27239741,0.1292,Buy,868,41281.9932,,,,,Miscellaneous,
SJB,ProShares Short High Yield,18.495,0.46170559,0.085,Neutral,97893,1810531.035,,,,,Miscellaneous,
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,107.5,-0.43217069,-0.4666,Buy,11417,1227327.5,,,,,Miscellaneous,
AEL,American Equity Investment Life Holding Company,47.04,-0.80134964,-0.38,Buy,369531,17382738.24,4031433931.262758,3.46131387,13.8397,900,Finance,226.30679716
PHVS,Pharvaris N.V.,9.15,-3.2769556,-0.31,Sell,26999,247040.85,303339723.4725158,,,34,Health Technology,-606.02845498
HYHG,ProShares High Yield Interest Rate Hedged,60,-0.11653071,-0.07,Buy,19129,1147740,,,,,Miscellaneous,
FLAX,Franklin FTSE Asia ex Japan ETF,22.38,-1.97109067,-0.45,Buy,3748,83880.24,,,,,Miscellaneous,
DLY,DoubleLine Yield Opportunities Fund,14.57,-1.35409614,-0.2,Buy,97923,1426738.11,,,,,Miscellaneous,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.19,-0.93129503,-0.265,Buy,972,27400.68,,,,,Miscellaneous,
ITAN,Sparkline Intangible Value ETF,22.0792,-0.79216373,-0.1763,Buy,10012,221056.9504,,,,,Miscellaneous,
MBI,MBIA Inc.,12.79,-2.29182582,-0.3,Neutral,85428,1092624.12,702076569.9350649,,-6.0009,87,Finance,230.76923077
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,33.29,-1.79941003,-0.61,Buy,18607,619427.03,,,,,Miscellaneous,
XSLV,Invesco S&P SmallCap Low Volatility ETF,45.8922,-0.14751958,-0.0678,Buy,14615,670714.503,,,,,Miscellaneous,
SARK,AXS Short Innovation Daily ETF,43.13,3.70281318,1.54,Sell,2243835,96776603.55000003,,,,,Miscellaneous,
HCMA,HCM Acquisition Corp,10.35,0.29069767,0.03,Buy,1561,16156.35,401709362.96511626,28.81072027,0.3582,,Finance,
BSEP,Innovator U.S. Equity Buffer ETF - September,31.5402,-0.87651756,-0.2789,Buy,759,23939.0118,,,,,Miscellaneous,
IZRL,ARK Israel Innovative Technology ETF,18.5,-1.10865219,-0.2074,Buy,7565,139952.5,,,,,Miscellaneous,
RAAS,Cloopen Group Holding Limited,0.875,-4.88096532,-0.0449,Buy,130726,114385.25,153669957,,,,Technology Services,
TPHE,Timothy Plan High Dividend Stock Enhanced ETF,24.23,-0.10801362,-0.0262,Buy,2830,68570.9,,,,,Miscellaneous,
EVEN,Direxion Shares ETF Trust Direxion Daily S&P 500 Equal Weight Bull 2X Shares,21.3,-1.34321445,-0.29,Buy,3150,67095,,,,,Miscellaneous,
FCF,First,13.995,-0.60369318,-0.085,Neutral,224828,3146467.86,1306801482.503906,10.30746706,,,Finance,
AFBI,"Affinity Bancshares, Inc.",14.91,0.16391681,0.0244,Buy,255,3802.05,98915759.12609576,14.79766459,1.0051,96,Finance,1097.93478261
APRW,AllianzIM U.S. Large Cap Buffer20 Apr ETF,26.7121,-0.13869574,-0.0371,Buy,545,14558.0945,,,,,Miscellaneous,
FIBR,iShares U.S. Fixed Income Balanced Risk Factor ETF,85.44,-0.19274575,-0.165,Buy,1652,141146.88,,,,,Miscellaneous,
GCOW,Pacer Global Cash Cows Dividend ETF,33.59,-0.53301747,-0.18,Buy,152256,5114279.04,,,,,Miscellaneous,
PTRB,PGIM Total Return Bond ETF,42.245,-0.18901359,-0.08,Buy,21090,890947.05,,,,,Miscellaneous,
JCPB,JPMorgan Core Plus Bond ETF,47.445,-0.1368133,-0.065,Buy,55682,2641832.49,,,,,Miscellaneous,
DCGO,DocGo Inc.,9.705,-2.46231156,-0.245,Buy,434053,4212484.365,993900321.4552764,,0.2912,2924,Health Services,54.67338919
STXV,Strive 1000 Value ETF,26.04,-0.30513367,-0.0797,Buy,6407,166838.28,,,,,Miscellaneous,
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,10.151,-3.32380952,-0.349,Buy,12102,122847.402,,,,,Miscellaneous,
REIT,ALPS Active REIT ETF,26.01,-0.4394292,-0.1148,Buy,1717,44659.17,,,,,Miscellaneous,
ITOT,iShares Core S&P Total U.S. Stock Market ETF,89.46,-1.12732095,-1.02,Buy,861527,77072205.42,,,,,Miscellaneous,
VT,Vanguard Total World Stock Index ETF,91.9,-1.02315563,-0.95,Buy,1382995,127097240.50000001,,,,,Miscellaneous,
ACNB,ACNB Corporation,37.75,1.23357468,0.46,Buy,1607,60664.25,321269076.9978546,,4.1533,,Finance,
FANH,Fanhua Inc.,7.6,-1.42671855,-0.11,Buy,16186,123013.6,414139568,71.7877095,0.1074,5785,Finance,-73.61762706
BSCW,Invesco BulletShares 2032 Corporate Bond ETF,20.6361,-0.01889535,-0.0039,Buy,7804,161044.1244,,,,,Miscellaneous,
AGZ,iShares Agency Bond ETF,108.0471,-0.1228508,-0.1329,Neutral,16196,1749930.8316,,,,,Miscellaneous,
DAUG,FT Cboe Vest U.S. Equity Deep Buffer ETF - August,31.71,-0.65789474,-0.21,Buy,1033321,32766608.91,,,,,Miscellaneous,
NEAR,BlackRock Short Maturity Bond ETF,49.565,0.01008878,0.005,Buy,324177,16067833.005,,,,,Miscellaneous,
CGV,Conductor Global Equity Value ETF,13.775,-0.54151625,-0.075,Buy,1847,25442.425,,,,,Miscellaneous,
ROOF,IQ CBRE NextGen Real Estate ETF,20.6326,-0.73369866,-0.1525,Buy,494,10192.5044,,,,,Miscellaneous,
BMEZ,BlackRock Health Sciences Trust II,16.4815,-1.36744464,-0.2285,Buy,320374,5280244.081,,,,,Miscellaneous,
MOTI,VanEck Morningstar International Moat ETF,32.29,-0.83472044,-0.2718,Buy,7231,233488.99,,,,,Miscellaneous,
BLFY,Blue Foundry Bancorp,11.69,0.86281277,0.1,Sell,45702,534256.38,325939670.2174288,126.80525164,0.0919,,Finance,
SMDV,ProShares Russell 2000 Dividend Growers ETF,63.54,-0.39191096,-0.25,Buy,48590,3087408.6,,,,,Miscellaneous,
BVXV,BiondVax Pharmaceuticals Ltd.,2.58,-1.14942529,-0.03,Sell,54632,140950.56,4875174,,-5.8833,15,Health Technology,66.28325056
HUSV,First Trust Exchange-Traded Fund III First Trust Horizon Managed Volatility Domestic ETF,32.61,-0.03065604,-0.01,Sell,20928,682462.08,,,,,Miscellaneous,
PEBK,"Peoples Bancorp of North Carolina, Inc.",32.8,-0.243309,-0.08,Buy,7868,258070.4,184920838.56447688,11.51784776,2.9444,,Finance,
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,55.2712,-1.08947745,-0.6088,Buy,1026,56708.2512,,,,,Miscellaneous,
KIE,SPDR S&P Insurance ETF,42.79,-0.14002334,-0.06,Buy,737348,31551120.92,,,,,Miscellaneous,
JIG,JPMorgan International Growth ETF,57.52,-0.44446906,-0.2568,Buy,12496,718769.92,,,,,Miscellaneous,
IYH,iShares U.S. Healthcare ETF,276.46,-0.83575451,-2.33,Sell,29514,8159440.44,,,,,Miscellaneous,
TAGG,T. Rowe Price QM U.S. Bond ETF,43.38,-0.29878189,-0.13,Buy,236,10237.68,,,,,Miscellaneous,
UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares",15.7,-2.30242688,-0.37,Buy,15411,241952.7,,,,,Miscellaneous,
IOBT,"IO Biotech, Inc.",2.64,-6.38297872,-0.18,Sell,22735,60020.4,76072304.93617022,,-2.5611,32,Health Technology,-309.79308959
BALT,Innovator Defined Wealth Shield ETF,26.8101,-0.29713648,-0.0799,Buy,46849,1256026.3749,,,,,Miscellaneous,
RISN,Inspire Tactical Balanced ETF,23.35,-0.23456627,-0.0549,Buy,30830,719880.5,,,,,Miscellaneous,
LQIG,SPDR Series Trust SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,97.429,-0.29564696,-0.2889,Buy,506,49299.074,,,,,Miscellaneous,
IXP,iShares Global Comm Services ETF,61.72,-1.79793158,-1.13,Buy,6555,404574.6,,,,,Miscellaneous,
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,44.905,-0.10011123,-0.045,Buy,2553,114642.465,,,,,Miscellaneous,
KMLM,KFA Mount Lucas Index Strategy ETF,29.66,0.88435374,0.26,Sell,116703,3461410.98,,,,,Miscellaneous,
FFBC,First Financial Bancorp.,24.38,0.49464138,0.12,Buy,134810,3286667.8,2312189460.0593567,10.54232574,2.3264,0,Finance,
RYU,Invesco S&P 500 Equal Weight Utilities ETF,115.01,-0.25151778,-0.29,Sell,45529,5236290.29,,,,,Miscellaneous,
RNSC,Small Cap US Equity Select ETF,27.64,-0.55980083,-0.1556,Buy,1559,43090.76,,,,,Miscellaneous,
BSEA,ETFMG Breakwave Sea Decarbonization Tech ETF,22.45,0.35134144,0.0786,Buy,305,6847.25,,,,,Miscellaneous,
LVHI,Franklin International Low Volatility High Dividend Index ETF,26.8,-0.03729952,-0.01,Buy,92002,2465653.6,,,,,Miscellaneous,
HEZU,iShares Currency Hedged MSCI Eurozone ETF,30.64,-0.55176891,-0.17,Buy,28589,875966.96,,,,,Miscellaneous,
MFUL,Mindful Conservative ETF,21.55,0.04642526,0.01,Buy,4731,101953.05,,,,,Miscellaneous,
JPIE,JPMorgan Income ETF,46.02,-0.27499139,-0.1269,Buy,76944,3540962.88,,,,,Miscellaneous,
FNGG,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,3.82,-6.14250614,-0.25,Neutral,184837,706077.34,,,,,Miscellaneous,
CGXU,Capital Group International Focus Equity ETF,22.8743,-1.1054907,-0.2557,Buy,356259,8149175.2437,,,,,Miscellaneous,
CRIT,Exchange Traded Concepts Trust Optica Rare Earths & Critical Materials ETF,22.93,-1.44840332,-0.337,Buy,1922,44071.46,,,,,Miscellaneous,
